Approved_symbol	Previous_symbols	Gene_group_ID	NCBI_Gene_ID
PUSL1		1665	126789
PUT1			<NA>
PVALB		863	5816
PVALEF	AATK-AS1		388428
PVR	PVS	1855|590|592|471	5817
PVRIG			79037
PVRIG2P			101752334
PVS			<NA>
PVT1		1992|1688	5820
PWAR1		1992	145624
PWAR4		1992	347745
PWAR5		1992	8123
PWAR6		1992	100506965
PWARSN		1992	347746
PWCR	PWCR		<NA>
PWCR1	PWCR1		<NA>
PWP1		362	11137
PWP2	PWP2H	1225|362	5822
PWRN1		1992	791114
PWRN2		1992	791115
PWRN3		1992	101928840
PWRN4		1992	<NA>
PWWP2A		1147	114825
PWWP2AP1			100129459
PWWP2B	PWWP2	1147	170394
PWWP3A	MUM1	1147	84939
PWWP3B	MUM1L1	1147	139221
PWWP4		1147	728317
PXDC1	C6orf145		221749
PXDN		593	7837
PXDNL		593	137902
PXE			<NA>
PXK			54899
PXMP1			<NA>
PXMP1L			<NA>
PXMP2			5827
PXMP4		1857	11264
PXN		1218	5829
PXN-AS1		1987	100506649
PXT1			222659
PXYLP1	ACPL2	1071	92370
PYCARD		994|959	29108
PYCARD-AS1	C16orf98|PYCARDOS	1987	100652740
PYCD			<NA>
PYCR1			5831
PYCR1-AS1		1987	<NA>
PYCR2		1691	29920
PYCR3	PYCRL		65263
PYDC1		994	260434
PYDC2		994	152138
PYDC2-AS1		1987	103344926
PYDC5			107181291
PYGB		437	5834
PYGBL			<NA>
PYGL		437	5836
PYGM		437	5837
PYGO1		88|1677	26108
PYGO2		1677|88	90780
PYGO2-AS1		1987	101928120
PYHG1			<NA>
PYHG2			<NA>
PYHG3			<NA>
PYHG4			<NA>
PYHG6			<NA>
PYHG7			<NA>
PYHG8			<NA>
PYHG9			<NA>
PYHG10			<NA>
PYHG11			<NA>
PYHG12			<NA>
PYHG14			<NA>
PYHG15			<NA>
PYHG16			<NA>
PYHG17			<NA>
PYHG18			<NA>
PYHG19			<NA>
PYHG20			<NA>
PYHG21			<NA>
PYHG22			<NA>
PYHIN1		995|994	149628
PYHIN5P		995|994	646377
PYK			<NA>
PYM1	WIBG		84305
PYROXD1		2258	79912
PYROXD2	C10orf33	1691	84795
PYURF			100996939
PYY		1902	5697
PYY2			23615
PYY3			644059
PZP		2148	5858
QARS1	QARS	131|1691	5859
QDPR		743	5860
QKI			9444
QKILA		1992	101927490
QNG1	C9orf64		84267
QPCT		1444	25797
QPCTL		1444	54814
QPRS			<NA>
QPRT			23475
QRFP		542	347148
QRFPR	GPR103	220	84109
QRICH1		959	54870
QRICH2			84074
QRSL1		1663	55278
QRSL1P1			730016
QRSL1P2			100422330
QRSL1P3			100422374
QSER1			79832
QSOX1	QSCN6	2258	5768
QSOX2	QSCN6L1	2258	169714
QTRT1			81890
QTRT1P1			100420656
QTRT2	QTRTD1		79691
R3HCC1			203069
R3HCC1L	C10orf28		27291
R3HDM1	R3HDM	1691	23518
R3HDM2			22864
R3HDM2-DT		1990	<NA>
R3HDM2P1			100419742
R3HDM2P2			100129694
R3HDM4	C19orf22		91300
R3HDML		1356	140902
R3HDML-AS1		1987	105372629
RAB1A	RAB1	388	5861
RAB1AP1			100420571
RAB1AP2			643916
RAB1B		388|1835	81876
RAB1C		388	441400
RAB2A	RAB2	388	5862
RAB2B		388	84932
RAB3A		388	5864
RAB3B		388	5865
RAB3C		388	115827
RAB3D	GOV	388	9545
RAB3GAP1			22930
RAB3GAP2		1835|1691	25782
RAB3IL1			5866
RAB3IP			117177
RAB4A	RAB4	388	5867
RAB4A-AS1		1987	105373159
RAB4B		388	53916
RAB4B-EGLN2			100529264
RAB5A	RAB5	388	5868
RAB5B		388	5869
RAB5C	RABL	388	5878
RAB5C-AS1		1987	105371781
RAB5CP1			100420734
RAB5CP2			133789
RAB5IF	C20orf24		55969
RAB6A	RAB6	388	5870
RAB6B		388	51560
RAB6C		388	84084
RAB6C-AS1		1987	100131320
RAB6D			150786
RAB7A	RAB7|CMT2B	388	7879
RAB7B		388	338382
RAB8A	MEL	388	4218
RAB8B		388	51762
RAB8IP			<NA>
RAB8IPL1			<NA>
RAB9A	RAB9	388	9367
RAB9AP1			100287200
RAB9AP2			100287542
RAB9AP3			100287577
RAB9AP4			100288397
RAB9AP5			100287234
RAB9B		388	51209
RAB9BP1	RAB9P1		9366
RAB10		388	10890
RAB11A		388	8766
RAB11AP1			100129731
RAB11AP2			<NA>
RAB11B		388	9230
RAB11B-AS1		1987	100507567
RAB11FIP1		1623|823	80223
RAB11FIP1P1			646080
RAB11FIP2		1623|823	22841
RAB11FIP3		863|1623	9727
RAB11FIP4		1691|863|1623	84440
RAB11FIP5		1623|823	26056
RAB12		388	201475
RAB13		388	5872
RAB14		388	51552
RAB15		388	376267
RAB17		388	64284
RAB17-DT		1990	105373958
RAB18		388	22931
RAB19		388	401409
RAB20		388	55647
RAB21		388	23011
RAB22A		388	57403
RAB23		388	51715
RAB24		388	53917
RAB25		388	57111
RAB26		388	25837
RAB27A		388	5873
RAB27B		388	5874
RAB28		388	9364
RAB28P1			100133203
RAB28P2			100129331
RAB28P3			100132772
RAB28P4			100132871
RAB28P5			100128416
RAB29	RAB7L|RAB7L1	388	8934
RAB30		388|1835	27314
RAB30-DT	RAB30-AS1	1990	100506233
RAB31		388	11031
RAB32		388|396	10981
RAB33A		388	9363
RAB33B		388	83452
RAB33B-AS1		1987	107984036
RAB34		388	83871
RAB35		388	11021
RAB35-AS1		1987	<NA>
RAB36		388	9609
RAB37		388	326624
RAB38		388	23682
RAB39A	RAB39	388	54734
RAB39B	MRX72|WSN	388	116442
RAB40A		388	142684
RAB40AL			282808
RAB40B		388|1691	10966
RAB40C	RASL8C	388	57799
RAB41		388	347517
RAB42		388	115273
RAB42P1	RAB42|RAB42P		646996
RAB43		388	339122
RAB43P1	RAB43P		440375
RAB44	RASD3|RASL13	388	401258
RABAC1		1144	10567
RABEP1			9135
RABEP2			79874
RABEPK			10244
RABEPKP1			100421226
RABGAP1			23637
RABGAP1L			9910
RABGAP1L-AS1		1987	101928696
RABGAP1L-DT		1990	102724601
RABGAP1L-IT1		1989	<NA>
RABGEF1		2285|928	27342
RABGEF1P1			493754
RABGEF1P2			<NA>
RABGEF1P3			<NA>
RABGGTA		687	5875
RABGGTB		1835	5876
RABGGTBP1			101180897
RABIF	RASGRF3		5877
RABL			<NA>
RABL2A		394	11159
RABL2B		394	11158
RABL3		394	285282
RABL6	C9orf86	1691|394	55684
RAC1		542|390	5879
RAC1P1			387612
RAC1P2			442775
RAC1P3			492295
RAC1P4	RAC4		286472
RAC1P5			402183
RAC1P6			100422657
RAC1P7			<NA>
RAC1P8			<NA>
RAC1P9			100422658
RAC2		542|390	5880
RAC3		542|390	5881
RACGAP1			29127
RACGAP1P1	RACGAP1P		83956
RACH			<NA>
RACK1	GNB2L1	1835|1484|362	10399
RACK1P1			100422561
RACK1P2			100422559
RACK1P3			100422562
RAD1		1339	5810
RAD1P1			100128880
RAD1P2			100129690
RAD2			<NA>
RAD9A	RAD9	1339	5883
RAD9B			144715
RAD17			5884
RAD17P1			9207
RAD17P2			9206
RAD18		58	56852
RAD21		1060|1691|1451	5885
RAD21-AS1	C8orf81|NCRNA00255	1987	644660
RAD21L1		1451	642636
RAD21P1			392508
RAD23A		1269	5886
RAD23B		1269	5887
RAD23BP1			131185
RAD23BP2			100130572
RAD23BP3	RAD23BLP		54034
RAD30B			<NA>
RAD50		1336|1344	10111
RAD51	RAD51A|RECA	548	5888
RAD51-AS1		1987	100505648
RAD51A			<NA>
RAD51AP1			10635
RAD51AP1P1			100420047
RAD51AP2			729475
RAD51B	RAD51L1		5890
RAD51C		548	5889
RAD51D	RAD51L3		5892
RAD51L1			<NA>
RAD51L3			<NA>
RAD52			5893
RAD52P1			644776
RAD54			<NA>
RAD54B			25788
RAD54L			8438
RAD54L2			23132
RAD54L2P1			100420273
RADIL		1220	55698
RADX	CXorf57	1691	55086
RAE1		1051|362	8480
RAET1E			135250
RAET1E-AS1		1987	100652739
RAET1F			353089
RAET1G			353091
RAET1J			<NA>
RAET1K			646024
RAET1L			154064
RAET1M			353094
RAF1		654|1157	5894
RAF1P1			348910
RAF1P2			<NA>
RAG1		58|1415	5896
RAG2			5897
RAI1	SMCR		10743
RAI1-AS1		1987	<NA>
RAI2			10742
RAI4			<NA>
RAI5			<NA>
RAI14		403	26064
RAI14-DT		1990	105374723
RALA	RAL	389	5898
RALB		389	5899
RALBP1			10928
RALBP1P1			131054
RALBP1P2			129522
RALGAPA1	GARNL1		253959
RALGAPA1P1	GARNL2|GARNL2P|RALGAPA1P		26134
RALGAPA2	C20orf74	1492	57186
RALGAPB	KIAA1219	1691|1492	57148
RALGDS			5900
RALGPS1		682	9649
RALGPS2		682	55103
RALGPS2-AS1		1987	646976
RALY		1691|725	22913
RALY-AS1		1987	101926888
RALYL		725	138046
RAMAC	FAM103A1|RAMMET		83640
RAMACL	C6orf119|FAM103A2P|RAMMETL		353267
RAMP1		718	10267
RAMP2		718	10266
RAMP2-AS1		1987	100190938
RAMP3		718	10268
RAN		391	5901
RANBP1		1835	5902
RANBP1P1			389842
RANBP2	ANE1	769|1051|89|909	5903
RANBP3			8498
RANBP3-DT		1990	100128568
RANBP3L			202151
RANBP6		1492	26953
RANBP9		1561	10048
RANBP10			57610
RANBP17		1492	64901
RANBP20P			326627
RANGAP1	SD	1691	5905
RANGRF			29098
RANP1			221547
RANP2			<NA>
RANP3			<NA>
RANP4			100130621
RANP5			100129428
RANP6			100128266
RANP7			<NA>
RANP8			100420519
RANP9			<NA>
RAP1A		389	5906
RAP1AP			5907
RAP1B		389	5908
RAP1BL			643752
RAP1BP1			100506390
RAP1BP2			100128179
RAP1BP3			100132917
RAP1GAP	RAP1GA1		5909
RAP1GAP2	GARNL4		23108
RAP1GDS1		409	5910
RAP1GN1			<NA>
RAP2A	RAP2	389	5911
RAP2B		389	5912
RAP2C		389	57826
RAP2C-AS1		1987	101928578
RAP2CP1			<NA>
RAPGEF1	GRF2		2889
RAPGEF2	PDZGEF1	1691|1220	9693
RAPGEF3		2329	10411
RAPGEF4		2329	11069
RAPGEF4-AS1		1987	91149
RAPGEF5		2329	9771
RAPGEF6	PDZGEF2	1220	51735
RAPGEFL1		1691	51195
RAPH1	ALS2CR9|ALS2CR18	682	65059
RAPSN		58	5913
RARA		2069	5914
RARA-AS1		1987	101929693
RARB		2069	5915
RARB-AS1		1987	105376997
RARG		2069	5916
RARRES1			5918
RARRES2		542	5919
RARRES2P1			643255
RARRES2P2			644425
RARRES2P3			<NA>
RARRES2P4			644881
RARRES2P5			<NA>
RARRES2P6			<NA>
RARRES2P7			<NA>
RARRES2P8			642652
RARRES2P9			<NA>
RARRES2P10			<NA>
RARRES2P11			107075248
RARS1	RARS	131	5917
RARS1P1	RARSP1		100419829
RARS2	RARSL	131	57038
RASA1	RASA	830|682|741	5921
RASA2		682|830	5922
RASA2-IT1		1989	<NA>
RASA3		682|830	22821
RASA3-IT1		1989	<NA>
RASA4		830	10156
RASA4B		830|682	100271927
RASA4CP			401331
RASA4DP			100133005
RASA4EP			<NA>
RASAL1		830|682	8437
RASAL2		682|830	9462
RASAL2-AS1		1987	100302401
RASAL3		830	64926
RASD1			51655
RASD2		389	23551
RASEF	RAB45	388|863	158158
RASGEF1A			221002
RASGEF1B			153020
RASGEF1C			255426
RASGEF2	C10orf23		<NA>
RASGRF1	GRF1	722|682	5923
RASGRF2		682|722	5924
RASGRF2-AS1		1987	102524628
RASGRF3			<NA>
RASGRP1		863|2321	10125
RASGRP2		2321|863	10235
RASGRP3		2321|863	25780
RASGRP3-AS1		1987	105374454
RASGRP4		863|2321	115727
RASIP1			54922
RASL7A			<NA>
RASL7B			<NA>
RASL8C			<NA>
RASL10A		389	10633
RASL10B		389	91608
RASL11A		389	387496
RASL11B		389	65997
RASL12		389	51285
RASSF1		1198	11186
RASSF1-AS1		1987	102060282
RASSF2		1198	9770
RASSF3		1198|1691	283349
RASSF3-DT		1990	105369804
RASSF4		1198	83937
RASSF5		1198	83593
RASSF6		1198	166824
RASSF7	C11orf13	1491|1198	8045
RASSF8	C12orf2	1198	11228
RASSF8-AS1		1987	100506451
RASSF9	PAMCI	1198	9182
RASSF10		1198	644943
RASSF10-DT	LINC02738	1990	105376557
RAVER1		725	125950
RAVER2		725	55225
RAX		521	30062
RAX2	RAXL1	521	84839
RB1	OSRC	542	5925
RB1-DT	LINC00441	1990	100862704
RB1CC1		1022|694	9821
RBAK		28	57786
RBAK-RBAKDN			100533952
RBAKDN		1992	389458
RBBP4		1243|1305|1363|1347|362|2281|1306	5928
RBBP4P1			642954
RBBP4P2			100420527
RBBP4P3			730180
RBBP4P4			727842
RBBP4P5			100288451
RBBP4P6			<NA>
RBBP4P7			391556
RBBP5		362|1558	5929
RBBP6		58	5930
RBBP6P1			100129156
RBBP7		1305|1363|1347|362|1243|1306	5931
RBBP8	SCKL2	1336|1691	5932
RBBP8NL	C20orf151		140893
RBBP8P1			100420552
RBBP8P2			100420607
RBBP9			10741
RBCK1	C20orf18	89|1391|58|1390	10616
RBFA	C18orf22		79863
RBFADN		1992	100506070
RBFOX1		1691|2286|725	54715
RBFOX2	RBM9	2286|725	23543
RBFOX3		2286|725	146713
RBIS	C8orf59	1729	401466
RBISP1	C8orf59P1		<NA>
RBISP2	C8orf59P2		<NA>
RBISP3			<NA>
RBISP4			<NA>
RBISP5			<NA>
RBISP6			<NA>
RBKS			64080
RBL1		2280	5933
RBL2		2280	5934
RBM1			<NA>
RBM2			<NA>
RBM3		725	5935
RBM4		725|74	5936
RBM4B	RBM30	725|74	83759
RBM5		89|725|579|1504	10181
RBM5-AS1		1987	100775107
RBM6		579|725	10180
RBM7		1316|725	10179
RBM7P1			100420108
RBM8			<NA>
RBM8A	RBM8	725|1238|1516	9939
RBM10		579|1504|725|89	8241
RBM11		725	54033
RBM11P1			100420213
RBM12		725	10137
RBM12B		725	389677
RBM12B-AS1	C8orf39	1987	55472
RBM12B-AS2			<NA>
RBM12B-DT		1990	105375645
RBM14		725	10432
RBM14-RBM4			100526737
RBM15		725|1420	64783
RBM15-AS1		1987	440600
RBM15B		725	29890
RBM17		725|1504|579	84991
RBM17P1			100133330
RBM17P2			642389
RBM17P3			100132949
RBM17P4			100128974
RBM18		725	92400
RBM19		725|1484	9904
RBM20		725|84	282996
RBM22		1507|1508|1510|1516|1498|725|73	55696
RBM22P1			400645
RBM22P2			100271871
RBM22P3			100128867
RBM22P4			100271870
RBM22P5			100133206
RBM22P6	RBM22P10		644509
RBM22P7	RBM22P9		<NA>
RBM22P8			<NA>
RBM22P9			<NA>
RBM22P10			<NA>
RBM22P11	RBM22P8		100132115
RBM22P12			100131641
RBM22P13			100130603
RBM23	RNPC4	725	55147
RBM24	RNPC6	725	221662
RBM25	RNPC7	725|1504	58517
RBM25-AS1		1987	105370560
RBM26	C13orf10	73|694|725	64062
RBM26-AS1		1987	100505538
RBM27		725|73	54439
RBM28		725	55131
RBM33	PRR8	725	155435
RBM33-DT		1990	100506302
RBM34		725	23029
RBM38	RNPC1	725	55544
RBM38-AS1		1987	100291105
RBM39	RNPC2	725	9584
RBM39P1			643167
RBM41		725	55285
RBM42		1506|725	79171
RBM43	C2orf38	725	375287
RBM43P1			100131568
RBM44		725	375316
RBM45		725	129831
RBM46		725	166863
RBM47		725|1691	54502
RBM48	C7orf64	725	84060
RBM48P1			132817
RBMS1	C2orf12	725|1691	5937
RBMS1P1	RBMS1P		5938
RBMS2		725	5939
RBMS2P1	RBMS2P		643427
RBMS3		725	27303
RBMS3-AS1		1987	<NA>
RBMS3-AS2		1987	<NA>
RBMS3-AS3		1987	<NA>
RBMX		725|1835|1950	27316
RBMX2		725	51634
RBMX2P1			100128341
RBMX2P2			100132808
RBMX2P3			100421047
RBMX2P4			<NA>
RBMX2P5			391804
RBMXL1		725	494115
RBMXL2		725	27288
RBMXL3	CXorf55	725	139804
RBMXP1	HNRPG		3186
RBMXP2			441391
RBMXP3			143543
RBMXP4			100132580
RBMXP5			100288788
RBMY1A1	RBM1|RBM2	725	5940
RBMY1A2			<NA>
RBMY1A3P			286557
RBMY1B		725	378948
RBMY1C		725	5942
RBMY1D		725	378949
RBMY1E		725	378950
RBMY1F		2293|725	159163
RBMY1GP	RBMY1G		100287769
RBMY1HP	RBMY1H		5944
RBMY1J		2293|725	378951
RBMY1KP			<NA>
RBMY2AP	RBMY2A		5945
RBMY2BP	RBMY2B		375850
RBMY2CP			140123
RBMY2DP			347598
RBMY2EP			159125
RBMY2FP			159162
RBMY2GP			378952
RBMY2HP			378953
RBMY2JP			378955
RBMY2KP			140100
RBMY2MP			140101
RBMY2NP			378956
RBMY2OP			379005
RBMY2QP			379006
RBMY2SP			379007
RBMY2TP			379008
RBMY2UP			379009
RBMY2VP			379010
RBMY2WP			379011
RBMY2XP			379012
RBMY2YP			379024
RBMY3AP			64593
RBP1		550	5947
RBP2		550	5948
RBP3			5949
RBP4		631	5950
RBP5		550	83758
RBP7		550	116362
RBPJ	IGKJRB1|RBPSUH	1752|1608	3516
RBPJL	RBPSUHL	1608	11317
RBPJP1	IGKJRBP1|RBPSUHP1		100310842
RBPJP2	IGKJRBP2|RBPSUHP2		3517
RBPJP3	RBPSUHP3		58164
RBPJP4	RBPSUHP4		58163
RBPJP5			100288841
RBPJP6			643198
RBPJP7			100133122
RBPMS		725	11030
RBPMS-AS1		1987	100128750
RBPMS2		725|1691	348093
RBPMS2P1			100421512
RBPMSLP			54032
RBS			<NA>
RBSN	ZFYVE20	81	64145
RBTN1			<NA>
RBTNL1			<NA>
RBTNL2			<NA>
RBX1		58|2126	9978
RBX1P1			100287985
RBX1P2			100500934
RC3H1		58|73	149041
RC3H1-DT	LINC02776	1990	105371620
RC3H1-IT1		1989	<NA>
RC3H2	MNAB	1835|73|58	54542
RCA1			<NA>
RCAN1	DSCR1		1827
RCAN2	DSCR1L1		10231
RCAN2-DT		1990	101926898
RCAN3	DSCR1L2		11123
RCAN3AS		1992	100750325
RCBTB1		861	55213
RCBTB2	CHC1L	861	1102
RCBTB2P1			100130253
RCC1	CHC1		1104
RCC1L	WBSCR16		81554
RCC2			55920
RCC2-AS1		1987	<NA>
RCC2P1			650983
RCC2P2			100421075
RCC2P3			100131932
RCC2P4			100421090
RCC2P5			100131442
RCC2P6			100421131
RCC2P7			442221
RCC2P8			100129714
RCCD1			91433
RCCD1-AS1		1987	116435297
RCD1			<NA>
RCE1	RCE1A|RCE1B		9986
RCE1A			<NA>
RCH1			<NA>
RCHY1	ZNF363	58	25898
RCL1		1691|1484	10171
RCN			<NA>
RCN1	RCN	2042	5954
RCN1P1			442234
RCN1P2			728913
RCN2		2042	5955
RCN3		2042	57333
RCOR1	RCOR	532	23186
RCOR2		532	283248
RCOR3		532	55758
RCP			<NA>
RCSD1			92241
RCVRN	RCV1	863	5957
RD			<NA>
RD3	C1orf36		343035
RD3L	TDRD9-AS1		647286
RDH1			<NA>
RDH5	RDH1	743	5959
RDH8		743	50700
RDH10		743	157506
RDH10-AS1		1987	101926926
RDH11		743	51109
RDH12		743	145226
RDH13		743	112724
RDH14		743	57665
RDH16		743	8608
RDM1	RAD52B	725	201299
RDM1P1			<NA>
RDM1P2			<NA>
RDM1P3			100418928
RDM1P4			<NA>
RDM1P5			100131347
RDRC			<NA>
RDT			<NA>
RDUR	LINC02085	1992	152225
RDX	DFNB24	1293	5962
RDXP1			643244
RDXP2			5964
RDXP3			100132076
REC8	REC8L1	1060|1451	9985
REC114	C15orf60		283677
RECA			<NA>
RECK	ST15		8434
RECQL		1049	5965
RECQL4		1049	9401
RECQL5		1049	9400
REDIC1	C12orf40		283461
REELD1			345051
REEP1	C2orf23	717	65055
REEP2	C5orf19	717	51308
REEP3	C10orf74	717	221035
REEP4	C8orf20	717	80346
REEP5	C5orf18	717	7905
REEP6	C19orf32	717	92840
REG1A	REG	1298	5967
REG1B		1298	5968
REG1CP	REGL|REG1P		5969
REG3A	PAP	1298	5068
REG3G		1298	130120
REG4		1298	83998
REL		1752|1254	5966
REL-DT	LINC01185	1990	400957
RELA	NFKB3	1254|1752	5970
RELA-DT		1990	105369347
RELB		1752|1254	5971
RELCH	KIAA1468	1492	57614
RELL1		1406	768211
RELL2	C5orf16	1406	285613
RELN			5649
RELT	TNFRSF19L	1406|782	84957
REM1	REM	1260	28954
REM2		1260	161253
REN		1928	5972
RENBP			5973
RENO1		1992	<NA>
RENS1			<NA>
RENS2			<NA>
REP15			387849
REPIN1	ZNF464	28	29803
REPIN1-AS1		1987	105375563
REPS1		863	85021
REPS2		863	9185
RER1			11079
RERE	ATN1L	2003|82|532	473
RERE-AS1		1987	102724552
REREP1Y			<NA>
REREP2Y			<NA>
REREP3			646396
RERG		389	85004
RERG-AS1		1987	<NA>
RERG-IT1		1989	<NA>
RERGL		389	79785
RESF1	C12orf35|KIAA1551	870	55196
RESP18			389075
REST	DFNA27		5978
RET	HSCR1|MEN2A|MTC1|MEN2B	24|321	5979
RETN			56729
RETNLB			84666
RETREG1	FAM134B		54463
RETREG1-AS1		1987	101929524
RETREG2	C2orf17|FAM134A		79137
RETREG3	FAM134C		162427
RETSAT		2258	54884
REV1	REV1L	535	51455
REV3L		535	5980
REV3L-IT1		1989	<NA>
REX1BD	C19orf60		55049
REXO1	TCEB3BP1	544|1691	57455
REXO1L1P	REXO1L1		254958
REXO1L2P			100288527
REXO1L3P			441359
REXO1L4P			653042
REXO1L5P			107986879
REXO1L6P	REXO1L7P		441362
REXO1L7P			<NA>
REXO1L8P	REXO1L8		392242
REXO1L9P			100506246
REXO1L10P			100288500
REXO1L11P			100288470
REXO1L12P			100289448
REXO2		544	25996
REXO4	XPMC2H	544	57109
REXO5			81691
REXO6P	C9orf14|NCRNA00032|LINC00032		158035
RFC1		413	5981
RFC2		413	5982
RFC3		413	5983
RFC3P1			100131711
RFC4		413	5984
RFC5		413	5985
RFC5P1			100421549
RFESD			317671
RFESDP1			100129167
RFFL		58	117584
RFK		2258	55312
RFKP1			100313962
RFKP2			100132753
RFKP3			<NA>
RFKP4			100313968
RFKP5			100129948
RFKP6			<NA>
RFLNA	FAM101A		144347
RFLNB	FAM101B		359845
RFNG		426	5986
RFP2OS			<NA>
RFPL1		58	5988
RFPL1S	RFPL1-AS1	1992	10740
RFPL2		58	10739
RFPL3		58	10738
RFPL3S	RFPL3-AS1	1992	10737
RFPL4A	RFPL4	58	342931
RFPL4AL1		58	729974
RFPL4AP1			646663
RFPL4AP2			100420059
RFPL4AP3			<NA>
RFPL4AP4			100420036
RFPL4AP5			100420058
RFPL4AP6			100130079
RFPL4AP7			100420055
RFPL4B		58	442247
RFT1			91869
RFTN1			23180
RFTN1P1			360015
RFTN2	C2orf11		130132
RFWD3		58|362|548	55159
RFX1		1153	5989
RFX2		1153	5990
RFX3		1153	5991
RFX3-DT	RFX3-AS1	1990	101929302
RFX4		1153	5992
RFX5		1153	5993
RFX5-AS1		1987	101927886
RFX6	RFXDC1	1153	222546
RFX7	RFXDC2	1153	64864
RFX8		1153	731220
RFXANK		403	8625
RFXAP			5994
RGCC	C13orf15		28984
RGL1			23179
RGL2	RAB2L		5863
RGL3			57139
RGL4			266747
RGL4P1			100422292
RGMA		1587	56963
RGMB		1587	285704
RGMB-AS1		1987	503569
RGN			9104
RGP1	KIAA0258		9827
RGPD1		769	400966
RGPD2		769	729857
RGPD3		769	653489
RGPD4		769	285190
RGPD4-AS1		1987	729121
RGPD5		769|2293	84220
RGPD6		2293|769	729540
RGPD8	RANBP2L1	769	727851
RGR		215	5995
RGS1	IER1	720	5996
RGS2	G0S8	542|720	5997
RGS2-AS1	LINC01032	1987	<NA>
RGS3		1220|720|823	5998
RGS4	SCZD9	720	5999
RGS5		720	8490
RGS5-AS1		1987	101928404
RGS6		720|2329|1691	9628
RGS7		2329|720	6000
RGS7BP			401190
RGS8		720	85397
RGS9		720|2329	8787
RGS9BP			388531
RGS10		720	6001
RGS11		720|2329	8786
RGS12		1220|720	6002
RGS13		720	6003
RGS14		720	10636
RGS16		720	6004
RGS17		720	26575
RGS17P1			100128628
RGS18		720	64407
RGS19		1691|720	10287
RGS20		720	8601
RGS21		720	431704
RGS22		1691|720	26166
RGSL1	RGSL2		353299
RGSL2	RGSL2		<NA>
RH			<NA>
RHAG		454|471|2192	6005
RHBDD1		926	84236
RHBDD2	RHBDL7	926	57414
RHBDD3	C22orf3	926	25807
RHBDF1	C16orf8	926	64285
RHBDF1P1			131973
RHBDF2	RHBDL6|TOC	926	79651
RHBDL1	RHBDL	926	9028
RHBDL2		926	54933
RHBDL3	RHBDL4	926|863	162494
RHBDL4			<NA>
RHBG		2192	57127
RHCE	RH	2192|454|471	6006
RHCG	C15orf6	2192	51458
RHD	RH	454|471|2192	6007
RHEB	RHEB2	389	6009
RHEBL1		389	121268
RHEBP1	RHEB1		6008
RHEBP2			101060032
RHEBP3			692231
RHEX	C1orf186		440712
RHNO1	C12orf32		83695
RHO	RP4	215	6010
RHOA	ARH12|ARHA	390	387
RHOA-IT1		1989	<NA>
RHOB	ARH6|ARHB	390	388
RHOBTB1		390|861	9886
RHOBTB2		390|861	23221
RHOBTB3		861	22836
RHOC	ARH9|ARHC	390	389
RHOD	ARHD	390	29984
RHOF	ARHF	390	54509
RHOG	ARHG	390	391
RHOG2P			392489
RHOH	ARHH	390	399
RHOJ	RASL7B|ARHJ	390	57381
RHOQ	RASL7A|ARHQ	390	23433
RHOQ-AS1		1987	100506142
RHOQP1	ARHQP|RHOQP		319093
RHOQP2			730041
RHOQP3			284988
RHOT1	ARHT1	863|392	55288
RHOT1P1	RHOT3|RHOT1P		100462813
RHOT1P2			100462811
RHOT1P3			100462810
RHOT2	C16orf39|ARHT2	392|863	89941
RHOU	ARHU	390	58480
RHOV	ARHV	390	171177
RHOXF1		521	158800
RHOXF1-AS1		1987	101928969
RHOXF1P1			101928941
RHOXF1P2			107075106
RHOXF1P3			107075307
RHOXF2		521	84528
RHOXF2B		521	727940
RHPN1		1220	114822
RHPN1-AS1	C8orf51	1987	78998
RHPN2		1220	85415
RHPN2P1			646090
RIBC1			158787
RIBC2	C22orf11		26150
RIC1	KIAA1432	362	57589
RIC3			79608
RIC3-DT		1990	101927936
RIC8A		1691|1492	60626
RIC8B		1492	55188
RICTOR		1492|1333	253260
RIDA	HRSP12		10247
RIEG1			<NA>
RIEG2			<NA>
RIF1		1492	55183
RIGI	DDX58	499|959	23586
RIIAD1	NCRNA00166|C1orf230		284485
RILP			83547
RILPL1			353116
RILPL2			196383
RIMBP2		694	23504
RIMBP3			85376
RIMBP3B			440804
RIMBP3C			150221
RIMKLA	FAM80A		284716
RIMKLB	FAM80B		57494
RIMKLBP1	FAM80C|RIMKLP|FAM80B2|RIMKLB2		54031
RIMKLBP2			<NA>
RIMKLP	RIMKLP		<NA>
RIMOC1	C5orf51		285636
RIMS1	RAB3IP2|CORD7	1220|833	22999
RIMS2	RAB3IP3	1220|833	9699
RIMS3		833	9783
RIMS4	C20orf190	833	140730
RIN1		928	9610
RIN2		928	54453
RIN3		928	79890
RING1		58	6015
RINL		928	126432
RINT1		1931	60561
RIOK1		1729	83732
RIOK2		1729	55781
RIOK3	SUDD	1729	8780
RIOK3P1			122145
RIOX1	C14orf169	1368	79697
RIOX2	MINA	1368	84864
RIPK1		1340	8737
RIPK2		959	8767
RIPK3			11035
RIPK4	ANKRD3	403|1691	54101
RIPOR1	FAM65A	1492	79567
RIPOR2	C6orf32|FAM65B	1492	9750
RIPOR3	C20orf175|C20orf176|FAM65C	1691	140876
RIPOR3-AS1		1987	100506175
RIPPLY1			92129
RIPPLY2	C6orf159		134701
RIPPLY3	DSCR6		53820
RIPPLY3P1	DSCR6P1		100421053
RIR			<NA>
