Approved_symbol	Chromosome	NCBI_Gene_ID	Chromosome_number	Arm_name	Region_name	Chromosome_arm
ADI1P3	12q13.11	100288129	12	q	13.11	12q
ADIG	20q11.23	149685	20	q	11.23	20q
ADIPINT	9q22.33	125906382	9	q	22.33	9q
ADIPOQ	3q27.3	9370	3	q	27.3	3q
ADIPOQ-AS1	3q27.3	100874095	3	q	27.3	3q
ADIPOR1	1q32.1	51094	1	q	32.1	1q
ADIPOR1P1	10p12.31	645220	10	p	12.31	10p
ADIPOR1P2	14q32.13	390503	14	q	32.13	14q
ADIPOR2	12p13.33	79602	12	p	13.33	12p
ADIRF	10q23.2	10974	10	q	23.2	10q
ADIRF-AS1	10q23.2	100133190	10	q	23.2	10q
ADISSP	20p13	54976	20	p	13	20p
ADK	10q22.2	132	10	q	22.2	10q
ADM	11p15.4	133	11	p	15.4	11p
ADM-DT	11p15.4	105376544	11	p	15.4	11p
ADM2	22q13.33	79924	22	q	13.33	22q
ADM5	19q13.33	199800	19	q	13.33	19q
ADNP	20q13.13	23394	20	q	13.13	20q
ADNP-AS1	20q13.13	101927631	20	q	13.13	20q
ADNP2	18q23	22850	18	q	23	18q
ADO	10q21.3	84890	10	q	21.3	10q
ADORA1	1q32.1	134	1	q	32.1	1q
ADORA2A	22q11.23	135	22	q	11.23	22q
ADORA2A-AS1	22q11.23	646023	22	q	11.23	22q
ADORA2B	17p12	136	17	p	12	17p
ADORA2BP1	1q32.2	137	1	q	32.2	1q
ADORA3	1p13.2	140	1	p	13.2	1p
ADPGK	15q24.1	83440	15	q	24.1	15q
ADPGK-AS1	15q24.1	100287559	15	q	24.1	15q
ADPRH	3q13.33	141	3	q	13.33	3q
ADPRHL1	13q34	113622	13	q	34	13q
ADPRM	17p13.1	56985	17	p	13.1	17p
ADPRS	1p34.3	54936	1	p	34.3	1p
ADRA1A	8p21.2	148	8	p	21.2	8p
ADRA1B	5q33.3	147	5	q	33.3	5q
ADRA1D	20p13	146	20	p	13	20p
ADRA2A	10q25.2	150	10	q	25.2	10q
ADRA2B	2q11.2	151	2	q	11.2	2q
ADRA2C	4p16.3	152	4	p	16.3	4p
ADRB1	10q25.3	153	10	q	25.3	10q
ADRB2	5q32	154	5	q	32	5q
ADRB3	8p11.23	155	8	p	11.23	8p
ADRM1	20q13.33	11047	20	q	13.33	20q
ADSL	22q13.1	158	22	q	13.1	22q
ADSS1	14q32.33	122622	14	q	32.33	14q
ADSS2	1q44	159	1	q	44	1q
ADTRP	6p24.1	84830	6	p	24.1	6p
AEBP1	7p13	165	7	p	13	7p
AEBP2	12p12.3	121536	12	p	12.3	12p
AEN	15q26.1	64782	15	q	26.1	15q
AFAP1	4p16.1	60312	4	p	16.1	4p
AFAP1-AS1	4p16.1	84740	4	p	16.1	4p
AFAP1L1	5q32	134265	5	q	32	5q
AFAP1L2	10q25.3	84632	10	q	25.3	10q
AFDN	6q27	4301	6	q	27	6q
AFDN-DT	6q27	653483	6	q	27	6q
AFF1	4q21.3-q22.1	4299	4	q	21.3	4q
AFF1-AS1	4q21.3	100506746	4	q	21.3	4q
AFF2	Xq28	2334	X	q	28	Xq
AFF2-IT1	Xq28	100874269	X	q	28	Xq
AFF3	2q11.2	3899	2	q	11.2	2q
AFF4	5q31.1	27125	5	q	31.1	5q
AFF4-DT	5q31.1	124901065	5	q	31.1	5q
AFG1L	6q21	246269	6	q	21	6q
AFG2A	4q28.1	166378	4	q	28.1	4q
AFG2B	15q21.1	79029	15	q	21.1	15q
AFG3L1P	16q24.3	172	16	q	24.3	16q
AFG3L2	18p11.21	10939	18	p	11.21	18p
AFG3L2P1	8p11.1	347028	8	p	11.1	8p
AFM	4q13.3	173	4	q	13.3	4q
AFMID	17q25.3	125061	17	q	25.3	17q
AFP	4q13.3	174	4	q	13.3	4q
AFTPH	2p14	54812	2	p	14	2p
AFTPH-DT	2p14	101927402	2	p	14	2p
AGA	4q34.3	175	4	q	34.3	4q
AGA-DT	4q34.3	285500	4	q	34.3	4q
AGAP1	2q37.2	116987	2	q	37.2	2q
AGAP1-IT1	2q37.2	100506749	2	q	37.2	2q
AGAP2	12q14.1	116986	12	q	14.1	12q
AGAP2-AS1	12q14.1	100130776	12	q	14.1	12q
AGAP3	7q36.1	116988	7	q	36.1	7q
AGAP4	10q11.22	119016	10	q	11.22	10q
AGAP5	10q22.2	729092	10	q	22.2	10q
AGAP6	10q11.23	414189	10	q	11.23	10q
AGAP7P	10q11.22	653268	10	q	11.22	10q
AGAP9	10q11.22	642517	10	q	11.22	10q
AGAP10P	10q11.22	653234	10	q	11.22	10q
AGAP11	10q23.2	119385	10	q	23.2	10q
AGAP12P	10q11.22	414224	10	q	11.22	10q
AGAP13P	10q11.22	728005	10	q	11.22	10q
AGAP14P	10q11.22	653259	10	q	11.22	10q
AGBL1	15q25.3	123624	15	q	25.3	15q
AGBL1-AS1	15q25.3	727915	15	q	25.3	15q
AGBL2	11p11.2	79841	11	p	11.2	11p
AGBL3	7q33	340351	7	q	33	7q
AGBL4	1p33	84871	1	p	33	1p
AGBL4-AS1	1p33	101929721	1	p	33	1p
AGBL5	2p23.3	60509	2	p	23.3	2p
AGBL5-AS1	2p23.3	100874031	2	p	23.3	2p
AGER	6p21.32	177	6	p	21.32	6p
AGFG1	2q36.3	3267	2	q	36.3	2q
AGFG2	7q22.1	3268	7	q	22.1	7q
AGGF1	5q13.3	55109	5	q	13.3	5q
AGGF1P1	4q35.2	100132380	4	q	35.2	4q
AGGF1P2	10q26.3	644435	10	q	26.3	10q
AGGF1P3	3p12.3	391552	3	p	12.3	3p
AGGF1P4	16p11.1	100129351	16	p	11.1	16p
AGGF1P5	16p11.1	100128103	16	p	11.1	16p
AGGF1P7	16p11.1	100132606	16	p	11.1	16p
AGGF1P8	16p11.2	100128804	16	p	11.2	16p
AGGF1P9	16p11.1	100127958	16	p	11.1	16p
AGGF1P10	20q11.1	100288774	20	q	11.1	20q
AGK	7q34	55750	7	q	34	7q
AGK-DT	7q34	105375538	7	q	34	7q
AGKP1	Yq11.221	359793	Y	q	11.221	Yq
AGKP2	Xq26.2	392543	X	q	26.2	Xq
AGL	1p21.2	178	1	p	21.2	1p
AGMAT	1p36.21	79814	1	p	36.21	1p
AGMO	7p21.2	392636	7	p	21.2	7p
AGO1	1p34.3	26523	1	p	34.3	1p
AGO2	8q24.3	27161	8	q	24.3	8q
AGO3	1p34.3	192669	1	p	34.3	1p
AGO4	1p34.3	192670	1	p	34.3	1p
AGPAT1	6p21.32	10554	6	p	21.32	6p
AGPAT2	9q34.3	10555	9	q	34.3	9q
AGPAT3	21q22.3	56894	21	q	22.3	21q
AGPAT4	6q26	56895	6	q	26	6q
AGPAT4-IT1	6q26	79992	6	q	26	6q
AGPAT5	8p23.1	55326	8	p	23.1	8p
AGPAT5P1	Yp11.2	646231	Y	p	11.2	Yp
AGPS	2q31.2	8540	2	q	31.2	2q
AGR2	7p21.1	10551	7	p	21.1	7p
AGR3	7p21.1	155465	7	p	21.1	7p
AGRN	1p36.33	375790	1	p	36.33	1p
AGRP	16q22.1	181	16	q	22.1	16q
AGT	1q42.2	183	1	q	42.2	1q
AGTPBP1	9q21.33	23287	9	q	21.33	9q
AGTR1	3q24	185	3	q	24	3q
AGTR2	Xq23	186	X	q	23	Xq
AGTRAP	1p36.22	57085	1	p	36.22	1p
AGXT	2q37.3	189	2	q	37.3	2q
AGXT2	5p13.2	64902	5	p	13.2	5p
AHCTF1	1q44	25909	1	q	44	1q
AHCTF1P1	2q24.2	285116	2	q	24.2	2q
AHCY	20q11.22	191	20	q	11.22	20q
AHCYL1	1p13.3	10768	1	p	13.3	1p
AHCYL2	7q32.1	23382	7	q	32.1	7q
AHCYP1	10q11.22	340844	10	q	11.22	10q
AHCYP2	9q33.2	392387	9	q	33.2	9q
AHCYP3	2q12.1	402093	2	q	12.1	2q
AHCYP4	2q22.1	129560	2	q	22.1	2q
AHCYP5	2q32.3	391470	2	q	32.3	2q
AHCYP6	11q14.1	100419714	11	q	14.1	11q
AHCYP7	15q21.2	645486	15	q	21.2	15q
AHDC1	1p36.11-p35.3	27245	1	p	36.11	1p
AHI1	6q23.3	54806	6	q	23.3	6q
AHI1-DT	6q23.3	100131814	6	q	23.3	6q
AHNAK	11q12.3	79026	11	q	12.3	11q
AHNAK2	14q32.33	113146	14	q	32.33	14q
AHR	7p21.1	196	7	p	21.1	7p
AHRR	5p15.33	57491	5	p	15.33	5p
AHSA1	14q24.3	10598	14	q	24.3	14q
AHSA2P	2p15	130872	2	p	15	2p
AHSG	3q27.3	197	3	q	27.3	3q
AHSP	16p11.2	51327	16	p	11.2	16p
AICDA	12p13.31	57379	12	p	13.31	12p
AIDA	1q41	64853	1	q	41	1q
AIDAP1	2p25.1	646050	2	p	25.1	2p
AIDAP2	4q32.1	646890	4	q	32.1	4q
AIDAP3	18p11.32	100128360	18	p	11.32	18p
AIF1	6p21.33	199	6	p	21.33	6p
AIF1L	9q34.12-q34.13	83543	9	q	34.12	9q
AIFM1	Xq26.1	9131	X	q	26.1	Xq
AIFM1P1	10p12.31	645120	10	p	12.31	10p
AIFM2	10q22.1	84883	10	q	22.1	10q
AIFM3	22q11.21	150209	22	q	11.21	22q
AIG1	6q24.2	51390	6	q	24.2	6q
AIM2	1q23.1-q23.2	9447	1	q	23.1	1q
AIMP1	4q24	9255	4	q	24	4q
AIMP1P1	20p12.1	170547	20	p	12.1	20p
AIMP1P2	1q24.3	100873064	1	q	24.3	1q
AIMP2	7p22.1	7965	7	p	22.1	7p
AIP	11q13.2	9049	11	q	13.2	11q
AIPL1	17p13.2	23746	17	p	13.2	17p
AIRE	21q22.3	326	21	q	22.3	21q
AIRIM	1p34.3	54955	1	p	34.3	1p
AIRN	6q25.3	100271873	6	q	25.3	6q
AJAP1	1p36.32	55966	1	p	36.32	1p
AJM1	9q34.3	389813	9	q	34.3	9q
AJUBA	14q11.2	84962	14	q	11.2	14q
AJUBA-DT	14q11.2	107984660	14	q	11.2	14q
AK1	9q34.11	203	9	q	34.11	9q
AK2	1p35.1	204	1	p	35.1	1p
AK2P1	1p32.1	266920	1	p	32.1	1p
AK2P2	2p22.3	339736	2	p	22.3	2p
AK3	9p24.1	50808	9	p	24.1	9p
AK3P2	8q24.3	100419074	8	q	24.3	8q
AK3P3	7p15.3	100419075	7	p	15.3	7p
AK3P4	5q22.3	100129959	5	q	22.3	5q
AK3P5	10p11.22	100288319	10	p	11.22	10p
AK3P6	12q24.33	100873789	12	q	24.33	12q
AK4	1p31.3	205	1	p	31.3	1p
AK4P1	17q11.2	206	17	q	11.2	17q
AK4P2	5q11.2	100132104	5	q	11.2	5q
AK4P3	12p11.21	645619	12	p	11.21	12p
AK4P4	9p24.1	100128705	9	p	24.1	9p
AK4P5	6q14.1	100526416	6	q	14.1	6q
AK4P6	4q31.3	649288	4	q	31.3	4q
AK5	1p31.1	26289	1	p	31.1	1p
AK6	5q13.2	102157402	5	q	13.2	5q
AK6P1	12p11.1	100132086	12	p	11.1	12p
AK6P2	12q12	100128817	12	q	12	12q
AK7	14q32.2	122481	14	q	32.2	14q
AK8	9q34.13	158067	9	q	34.13	9q
AK9	6q21	221264	6	q	21	6q
AKAIN1	18p11.31	642597	18	p	11.31	18p
AKAP1	17q22	8165	17	q	22	17q
AKAP3	12p13.32	10566	12	p	13.32	12p
AKAP4	Xp11.22	8852	X	p	11.22	Xp
AKAP5	14q23.3	9495	14	q	23.3	14q
AKAP6	14q12	9472	14	q	12	14q
AKAP7	6q23.2	9465	6	q	23.2	6q
AKAP8	19p13.12	10270	19	p	13.12	19p
AKAP8L	19p13.12	26993	19	p	13.12	19p
AKAP8P1	9p23	646114	9	p	23	9p
AKAP9	7q21.2	10142	7	q	21.2	7q
AKAP10	17p11.2	11216	17	p	11.2	17p
AKAP11	13q14.11	11215	13	q	14.11	13q
AKAP12	6q25.1	9590	6	q	25.1	6q
AKAP13	15q25.3	11214	15	q	25.3	15q
AKAP14	Xq24	158798	X	q	24	Xq
AKAP17A	Xp22.33 and Yp11.32	8227	X	p	22.33	Xp
AKAP17BP	Xq24	139516	X	q	24	Xq
AKIP1	11p15.4	56672	11	p	15.4	11p
AKIRIN1	1p34.3	79647	1	p	34.3	1p
AKIRIN1P1	12q21.31	100418731	12	q	21.31	12q
AKIRIN2	6q15	55122	6	q	15	6q
AKIRIN2P1	4q31.23	100216487	4	q	31.23	4q
AKNA	9q32	80709	9	q	32	9q
AKNAD1	1p13.3	254268	1	p	13.3	1p
AKR1A1	1p34.1	10327	1	p	34.1	1p
AKR1B1	7q33	231	7	q	33	7q
AKR1B1P1	1q42.12	401982	1	q	42.12	1q
AKR1B1P2	3p12.3	236	3	p	12.3	3p
AKR1B1P3	11p15.2	729347	11	p	15.2	11p
AKR1B1P4	13q14.13	390402	13	q	14.13	13q
AKR1B1P5	14q23.1	390482	14	q	23.1	14q
AKR1B1P6	18p11.22	100129769	18	p	11.22	18p
AKR1B1P7	19q13.11	126242	19	q	13.11	19q
AKR1B1P8	Xq23	392525	X	q	23	Xq
AKR1B10	7q33	57016	7	q	33	7q
AKR1B10P1	10q21.3	340888	10	q	21.3	10q
AKR1B10P2	18q22.1	643582	18	q	22.1	18q
AKR1B15	7q33	441282	7	q	33	7q
AKR1C1	10p15.1	1645	10	p	15.1	10p
AKR1C2	10p15.1	1646	10	p	15.1	10p
AKR1C3	10p15.1	8644	10	p	15.1	10p
AKR1C4	10p15.1	1109	10	p	15.1	10p
AKR1C5P	10p15.1	100996684	10	p	15.1	10p
AKR1C6P	10p15.1	389932	10	p	15.1	10p
AKR1C7P	10p15.1	648947	10	p	15.1	10p
AKR1C8	10p15.1	340811	10	p	15.1	10p
AKR1D1	7q33	6718	7	q	33	7q
AKR1D1P1	1q24.2	80701	1	q	24.2	1q
AKR1E2	10p15.1	83592	10	p	15.1	10p
AKR7A2	1p36.13	8574	1	p	36.13	1p
AKR7A2P1	1p13.2	246182	1	p	13.2	1p
AKR7A2P2	Xq24	159007	X	q	24	Xq
AKR7A3	1p36.13	22977	1	p	36.13	1p
AKR7L	1p36.13	246181	1	p	36.13	1p
AKT1	14q32.33	207	14	q	32.33	14q
AKT1S1	19q13.33	84335	19	q	13.33	19q
AKT2	19q13.2	208	19	q	13.2	19q
AKT3	1q43-q44	10000	1	q	43	1q
AKTIP	16q12.2	64400	16	q	12.2	16q
AKTIPP1	3p21.1	101059924	3	p	21.1	3p
AKTIPP2	5p14.2	100130746	5	p	14.2	5p
AKTIPP3	11q21	100131233	11	q	21	11q
ALAD	9q32	210	9	q	32	9q
ALAS1	3p21.2	211	3	p	21.2	3p
ALAS2	Xp11.21	212	X	p	11.21	Xp
ALB	4q13.3	213	4	q	13.3	4q
ALCAM	3q13.11	214	3	q	13.11	3q
ALDH1A1	9q21.13	216	9	q	21.13	9q
ALDH1A2	15q21.3	8854	15	q	21.3	15q
ALDH1A2-AS1	15q21.3	283665	15	q	21.3	15q
ALDH1A3	15q26.3	220	15	q	26.3	15q
ALDH1A3-AS1	15q26.3	101927751	15	q	26.3	15q
ALDH1B1	9p13.1	219	9	p	13.1	9p
ALDH1L1	3q21.3	10840	3	q	21.3	3q
ALDH1L1-AS2	3q21.3	100862662	3	q	21.3	3q
ALDH1L2	12q23.3	160428	12	q	23.3	12q
ALDH2	12q24.12	217	12	q	24.12	12q
ALDH3A1	17p11.2	218	17	p	11.2	17p
ALDH3A2	17p11.2	224	17	p	11.2	17p
ALDH3B1	11q13.2	221	11	q	13.2	11q
ALDH3B2	11q13.2	222	11	q	13.2	11q
ALDH4A1	1p36.13	8659	1	p	36.13	1p
ALDH5A1	6p22.3	7915	6	p	22.3	6p
ALDH6A1	14q24.3	4329	14	q	24.3	14q
ALDH7A1	5q23.2	501	5	q	23.2	5q
ALDH7A1P1	5q13.3	541	5	q	13.3	5q
ALDH7A1P2	2q31.1	542	2	q	31.1	2q
ALDH7A1P3	7q36.1	543	7	q	36.1	7q
ALDH7A1P4	10q21.2	544	10	q	21.2	10q
ALDH8A1	6q23.3	64577	6	q	23.3	6q
ALDH9A1	1q24.1	223	1	q	24.1	1q
ALDH16A1	19q13.33	126133	19	q	13.33	19q
ALDH18A1	10q24.1	5832	10	q	24.1	10q
ALDOA	16p11.2	226	16	p	11.2	16p
ALDOAP1	3p21.2	391538	3	p	21.2	3p
ALDOAP2	10q26.13	228	10	q	26.13	10q
ALDOB	9q31.1	229	9	q	31.1	9q
ALDOC	17q11.2	230	17	q	11.2	17q
ALG1	16p13.3	56052	16	p	13.3	16p
ALG1L1P	3q21.2	200810	3	q	21.2	3q
ALG1L2	3q22.1	644974	3	q	22.1	3q
ALG1L3P	4p16.1	100132066	4	p	16.1	4p
ALG1L5P	7p22.1	647415	7	p	22.1	7p
ALG1L6P	3p12.3	339879	3	p	12.3	3p
ALG1L7P	4p16.3	728263	4	p	16.3	4p
ALG1L8P	11q13.2	645015	11	q	13.2	11q
ALG1L9P	11q13.4	285407	11	q	13.4	11q
ALG1L12P	8p23.1	100421097	8	p	23.1	8p
ALG1L14P	4p16.1	100996649	4	p	16.1	4p
ALG1L15P	3q25.31	730086	3	q	25.31	3q
ALG2	9q22.33	85365	9	q	22.33	9q
ALG3	3q27.1	10195	3	q	27.1	3q
ALG3P1	5p15.32	442131	5	p	15.32	5p
ALG5	13q13.3	29880	13	q	13.3	13q
ALG6	1p31.3	29929	1	p	31.3	1p
ALG8	11q14.1	79053	11	q	14.1	11q
ALG9	11q23.1	79796	11	q	23.1	11q
ALG10	12p11.1	84920	12	p	11.1	12p
ALG10B	12q12	144245	12	q	12	12q
ALG11	13q14.3	440138	13	q	14.3	13q
ALG12	22q13.33	79087	22	q	13.33	22q
ALG13	Xq23	79868	X	q	23	Xq
ALG14	1p21.3	199857	1	p	21.3	1p
ALG14-AS1	1p21.3	101928098	1	p	21.3	1p
ALK	2p23.2-p23.1	238	2	p	23.2	2p
ALKAL1	8q11.23	389658	8	q	11.23	8q
ALKAL2	2p25.3	285016	2	p	25.3	2p
ALKBH1	14q24.3	8846	14	q	24.3	14q
ALKBH2	12q24.11	121642	12	q	24.11	12q
ALKBH3	11p11.2	221120	11	p	11.2	11p
ALKBH3-AS1	11p11.2	100507300	11	p	11.2	11p
ALKBH4	7q22.1	54784	7	q	22.1	7q
ALKBH5	17p11.2	54890	17	p	11.2	17p
ALKBH6	19q13.12	84964	19	q	13.12	19q
ALKBH7	19p13.3	84266	19	p	13.3	19p
ALKBH8	11q22.3	91801	11	q	22.3	11q
ALLC	2p25.3	55821	2	p	25.3	2p
ALMS1	2p13.1	7840	2	p	13.1	2p
ALMS1-IT1	2p13.1	100874291	2	p	13.1	2p
ALMS1P1	2p13.1	200420	2	p	13.1	2p
ALOX5	10q11.21	240	10	q	11.21	10q
ALOX5AP	13q12.3	241	13	q	12.3	13q
ALOX12	17p13.1	239	17	p	13.1	17p
ALOX12-AS1	17p13.1	100506713	17	p	13.1	17p
ALOX12B	17p13.1	242	17	p	13.1	17p
ALOX12P1	17q11.2	243	17	q	11.2	17q
ALOX12P2	17p13.1	245	17	p	13.1	17p
ALOX15	17p13.2	246	17	p	13.2	17p
ALOX15B	17p13.1	247	17	p	13.1	17p
ALOX15P1	17p13.1	100652883	17	p	13.1	17p
ALOX15P2	9q22.31	642959	9	q	22.31	9q
ALOXE3	17p13.1	59344	17	p	13.1	17p
ALOXE3P1	17p13.1	100420216	17	p	13.1	17p
ALPG	2q37.1	251	2	q	37.1	2q
ALPI	2q37.1	248	2	q	37.1	2q
ALPK1	4q25	80216	4	q	25	4q
ALPK2	18q21.31-q21.32	115701	18	q	21.31	18q
ALPK3	15q25.3	57538	15	q	25.3	15q
ALPL	1p36.12	249	1	p	36.12	1p
ALPP	2q37.1	250	2	q	37.1	2q
ALS2	2q33.1	57679	2	q	33.1	2q
ALS2CL	3p21.31	259173	3	p	21.31	3p
ALX1	12q21.31	8092	12	q	21.31	12q
ALX3	1p13.3	257	1	p	13.3	1p
ALX4	11p11.2	60529	11	p	11.2	11p
ALYREF	17q25.3	10189	17	q	25.3	17q
AMACR	5p13.2	23600	5	p	13.2	5p
AMBN	4q13.3	258	4	q	13.3	4q
AMBP	9q32	259	9	q	32	9q
AMBRA1	11p11.2	55626	11	p	11.2	11p
AMD1	6q21	262	6	q	21	6q
AMD1P1	10p12.31	100133024	10	p	12.31	10p
AMD1P2	Xq28 and Yq12	263	X	q	28	Xq
AMD1P3	5p12	728931	5	p	12	5p
AMD1P4	6p24.1	100129761	6	p	24.1	6p
AMDHD1	12q23.1	144193	12	q	23.1	12q
AMDHD2	16p13.3	51005	16	p	13.3	16p
AMELX	Xp22.2	265	X	p	22.2	Xp
AMELY	Yp11.2	266	Y	p	11.2	Yp
AMER1	Xq11.2	139285	X	q	11.2	Xq
AMER2	13q12.13	219287	13	q	12.13	13q
AMER3	2q21.1	205147	2	q	21.1	2q
AMFR	16q13	267	16	q	13	16q
AMH	19p13.3	268	19	p	13.3	19p
AMHR2	12q13.13	269	12	q	13.13	12q
AMIGO1	1p13.3	57463	1	p	13.3	1p
AMIGO2	12q13.11	347902	12	q	13.11	12q
AMIGO3	3p21.31	386724	3	p	21.31	3p
AMMECR1	Xq23	9949	X	q	23	Xq
AMMECR1L	2q14.3	83607	2	q	14.3	2q
AMMECR1LP1	13q32.1	100420921	13	q	32.1	13q
AMN	14q32.32	81693	14	q	32.32	14q
AMN1	12p11.21	196394	12	p	11.21	12p
AMOT	Xq23	154796	X	q	23	Xq
AMOTL1	11q21	154810	11	q	21	11q
AMOTL2	3q22.2	51421	3	q	22.2	3q
AMPD1	1p13.2	270	1	p	13.2	1p
AMPD2	1p13.3	271	1	p	13.3	1p
AMPD3	11p15.4	272	11	p	15.4	11p
AMPH	7p14.1	273	7	p	14.1	7p
AMT	3p21.31	275	3	p	21.31	3p
AMTN	4q13.3	401138	4	q	13.3	4q
AMY1A	1p21.1	276	1	p	21.1	1p
AMY1B	1p21.1	277	1	p	21.1	1p
AMY1C	1p21.1	278	1	p	21.1	1p
AMY2A	1p21.1	279	1	p	21.1	1p
AMY2B	1p21.1	280	1	p	21.1	1p
AMYP1	1p21.1	281	1	p	21.1	1p
AMZ1	7p22.3	155185	7	p	22.3	7p
AMZ2	17q24.2	51321	17	q	24.2	17q
AMZ2P1	17q24.1	201283	17	q	24.1	17q
AMZ2P2	6q25.3	100421018	6	q	25.3	6q
AMZ2P3	Xp21.3	100128929	X	p	21.3	Xp
ANAPC1	2q13	64682	2	q	13	2q
ANAPC1P1	2p11.2	100286979	2	p	11.2	2p
ANAPC1P2	2p11.2	285074	2	p	11.2	2p
ANAPC1P3	2p11.2	100420889	2	p	11.2	2p
ANAPC1P4	2p11.2	730268	2	p	11.2	2p
ANAPC1P5	2p11.2	100420890	2	p	11.2	2p
ANAPC1P6	2q12.2	402096	2	q	12.2	2q
ANAPC2	9q34.3	29882	9	q	34.3	9q
ANAPC4	4p15.2	29945	4	p	15.2	4p
ANAPC5	12q24.31	51433	12	q	24.31	12q
ANAPC7	12q24.11	51434	12	q	24.11	12q
ANAPC10	4q31.21	10393	4	q	31.21	4q
ANAPC10P1	1p32.3	729198	1	p	32.3	1p
ANAPC11	17q25.3	51529	17	q	25.3	17q
ANAPC13	3q22.2	25847	3	q	22.2	3q
ANAPC13P1	20p12.2	100192388	20	p	12.2	20p
ANAPC15	11q13.4	25906	11	q	13.4	11q
ANAPC15P1	Xp22.31	100128808	X	p	22.31	Xp
ANAPC16	10q22.1	119504	10	q	22.1	10q
ANG	14q11.2	283	14	q	11.2	14q
ANGEL1	14q24.3	23357	14	q	24.3	14q
ANGEL2	1q32.3	90806	1	q	32.3	1q
ANGPT1	8q23.1	284	8	q	23.1	8q
ANGPT2	8p23.1	285	8	p	23.1	8p
ANGPT4	20p13	51378	20	p	13	20p
ANGPTL1	1q25.2	9068	1	q	25.2	1q
ANGPTL2	9q33.3	23452	9	q	33.3	9q
ANGPTL3	1p31.3	27329	1	p	31.3	1p
ANGPTL4	19p13.2	51129	19	p	13.2	19p
ANGPTL5	11q22.1	253935	11	q	22.1	11q
ANGPTL6	19p13.2	83854	19	p	13.2	19p
ANGPTL7	1p36.22	10218	1	p	36.22	1p
ANGPTL8	19p13.2	55908	19	p	13.2	19p
ANHX	12q24.33	647589	12	q	24.33	12q
ANK1	8p11.21	286	8	p	11.21	8p
ANK2	4q25-q26	287	4	q	25	4q
ANK2-AS1	4q25	105377373	4	q	25	4q
ANK3	10q21.2	288	10	q	21.2	10q
ANK3-DT	10q21.2	105378320	10	q	21.2	10q
ANKAR	2q32.2	150709	2	q	32.2	2q
ANKDD1A	15q22.31	348094	15	q	22.31	15q
ANKDD1B	5q13.3	728780	5	q	13.3	5q
ANKEF1	20p12.2	63926	20	p	12.2	20p
ANKFN1	17q22	162282	17	q	22	17q
ANKFY1	17p13.2	51479	17	p	13.2	17p
ANKH	5p15.2	56172	5	p	15.2	5p
ANKHD1	5q31.3	54882	5	q	31.3	5q
ANKHD1-EIF4EBP3	5q31.3	404734	5	q	31.3	5q
ANKIB1	7q21.2	54467	7	q	21.2	7q
ANKK1	11q23.2	255239	11	q	23.2	11q
ANKLE1	19p13.11	126549	19	p	13.11	19p
ANKLE2	12q24.33	23141	12	q	24.33	12q
ANKMY1	2q37.3	51281	2	q	37.3	2q
ANKMY2	7p21.1	57037	7	p	21.1	7p
ANKRA2	5q13.2	57763	5	q	13.2	5q
ANKRD1	10q23.31	27063	10	q	23.31	10q
ANKRD2	10q24.2	26287	10	q	24.2	10q
ANKRD6	6q15	22881	6	q	15	6q
ANKRD7	7q31.31	56311	7	q	31.31	7q
ANKRD9	14q32.31	122416	14	q	32.31	14q
ANKRD10	13q34	55608	13	q	34	13q
ANKRD10-IT1	13q34	100505494	13	q	34	13q
ANKRD11	16q24.3	29123	16	q	24.3	16q
ANKRD11P1	2p12	100287912	2	p	12	2p
ANKRD11P2	Xq27.3	100419906	X	q	27.3	Xq
ANKRD12	18p11.22	23253	18	p	11.22	18p
ANKRD13A	12q24.11	88455	12	q	24.11	12q
ANKRD13B	17q11.2	124930	17	q	11.2	17q
ANKRD13C	1p31.1	81573	1	p	31.1	1p
ANKRD13C-DT	1p31.1	11147	1	p	31.1	1p
ANKRD13D	11q13.2	338692	11	q	13.2	11q
ANKRD16	10p15.1	54522	10	p	15.1	10p
ANKRD17	4q13.3	26057	4	q	13.3	4q
ANKRD17-DT	4q13.3	102724832	4	q	13.3	4q
ANKRD18A	9p13.1	253650	9	p	13.1	9p
ANKRD18B	9p13.3	441459	9	p	13.3	9p
ANKRD18CP	9q22.33	101926917	9	q	22.33	9q
ANKRD18DP	3q29	348840	3	q	29	3q
ANKRD18EP	6p21.2	100131031	6	p	21.2	6p
ANKRD19P	9q22.31	138649	9	q	22.31	9q
ANKRD20A1	9q21.11	84210	9	q	21.11	9q
ANKRD20A2P	9p11.2	441430	9	p	11.2	9p
ANKRD20A3P	9q21.11	441425	9	q	21.11	9q
ANKRD20A4P	9q13	728747	9	q	13	9q
ANKRD20A5P	18p11.21	440482	18	p	11.21	18p
ANKRD20A6P	Yq11.21	728157	Y	q	11.21	Yq
ANKRD20A7P	9p11.1	653436	9	p	11.1	9p
ANKRD20A8P	2q11.1	729171	2	q	11.1	2q
ANKRD20A9P	13q11	284232	13	q	11	13q
ANKRD20A10P	13q12.12	100421422	13	q	12.12	13q
ANKRD20A11P	21q11.2	391267	21	q	11.2	21q
ANKRD20A13P	1q21.1	100132733	1	q	21.1	1q
ANKRD20A15P	1q21.1	100533720	1	q	21.1	1q
ANKRD20A16P	21p11.2	100421427	21	p	11.2	21p
ANKRD20A17P	4p11	100421363	4	p	11	4p
ANKRD20A18P	21q11.2	391269	21	q	11.2	21q
