NCBI GeneID	Symbol	Description	Common Name	Transcripts
775	CACNA1C	calcium voltage-gated channel subunit alpha1 C	human	122
847	CAT	catalase	human	1
8651	SOCS1	suppressor of cytokine signaling 1	human	1
875	CBS	cystathionine beta-synthase	human	50
94025	MUC16	mucin 16, cell surface associated	human	4
2149	F2R	coagulation factor II thrombin receptor	human	2
3566	IL4R	interleukin 4 receptor	human	24
406913	MIR126	microRNA 126	human	1
4311	MME	membrane metalloendopeptidase	human	15
4973	OLR1	oxidized low density lipoprotein receptor 1	human	9
5172	SLC26A4	solute carrier family 26 member 4	human	1
5176	SERPINF1	serpin family F member 1	human	5
551	AVP	arginine vasopressin	human	1
5741	PTH	parathyroid hormone	human	2
604	BCL6	BCL6 transcription repressor	human	9
613	BCR	BCR activator of RhoGEF and GTPase	human	2
6275	S100A4	S100 calcium binding protein A4	human	2
6521	SLC4A1	solute carrier family 4 member 1 (Diego blood group)	human	7
7018	TF	transferrin	human	3
7037	TFRC	transferrin receptor	human	17
7295	TXN	thioredoxin	human	2
7508	XPC	XPC complex subunit, DNA damage recognition and repair factor	human	11
7514	XPO1	exportin 1	human	46
898	CCNE1	cyclin E1	human	8
947	CD34	CD34 molecule	human	3
125	ADH1B	alcohol dehydrogenase 1B (class I), beta polypeptide	human	2
1555	CYP2B6	cytochrome P450 family 2 subfamily B member 6	human	1
2113	ETS1	ETS proto-oncogene 1, transcription factor	human	14
2162	F13A1	coagulation factor XIII A chain	human	1
2353	FOS	Fos proto-oncogene, AP-1 transcription factor subunit	human	1
24	ABCA4	ATP binding cassette subfamily A member 4	human	4
252995	FNDC5	fibronectin type III domain containing 5	human	3
2645	GCK	glucokinase	human	9
3297	HSF1	heat shock transcription factor 1	human	26
361	AQP4	aquaporin 4	human	8
3673	ITGA2	integrin subunit alpha 2	human	6
4803	NGF	nerve growth factor	human	5
4842	NOS1	nitric oxide synthase 1	human	4
4914	NTRK1	neurotrophic receptor tyrosine kinase 1	human	3
50964	SOST	sclerostin	human	1
5327	PLAT	plasminogen activator, tissue type	human	3
5610	EIF2AK2	eukaryotic translation initiation factor 2 alpha kinase 2	human	9
6256	RXRA	retinoid X receptor alpha	human	3
6261	RYR1	ryanodine receptor 1	human	10
6720	SREBF1	sterol regulatory element binding transcription factor 1	human	21
7273	TTN	titin	human	37
7528	YY1	YY1 transcription factor	human	1
7534	YWHAZ	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein zeta	human	14
8856	NR1I2	nuclear receptor subfamily 1 group I member 2	human	3
103	ADAR	adenosine deaminase RNA specific	human	22
1139	CHRNA7	cholinergic receptor nicotinic alpha 7 subunit	human	29
1536	CYBB	cytochrome b-245 beta chain	human	3
1548	CYP2A6	cytochrome P450 family 2 subfamily A member 6	human	1
1969	EPHA2	EPH receptor A2	human	10
2641	GCG	glucagon	human	1
2876	GPX1	glutathione peroxidase 1	human	5
301	ANXA1	annexin A1	human	4
3418	IDH2	isocitrate dehydrogenase (NADP(+)) 2	human	3
3592	IL12A	interleukin 12A	human	4
3661	IRF3	interferon regulatory factor 3	human	35
3678	ITGA5	integrin subunit alpha 5	human	3
4221	MEN1	menin 1	human	33
4830	NME1	NME/NM23 nucleoside diphosphate kinase 1	human	2
4852	NPY	neuropeptide Y	human	1
54790	TET2	tet methylcytosine dioxygenase 2	human	24
558	AXL	AXL receptor tyrosine kinase	human	3
5770	PTPN1	protein tyrosine phosphatase non-receptor type 1	human	2
5777	PTPN6	protein tyrosine phosphatase non-receptor type 6	human	12
60	ACTB	actin beta	human	1
6606	SMN1	survival of motor neuron 1, telomeric	human	46
7045	TGFBI	transforming growth factor beta induced	human	1
8829	NRP1	neuropilin 1	human	42
8837	CFLAR	CASP8 and FADD like apoptosis regulator	human	56
940	CD28	CD28 molecule	human	4
949	SCARB1	scavenger receptor class B member 1	human	20
1030	CDKN2B	cyclin dependent kinase inhibitor 2B	human	2
10664	CTCF	CCCTC-binding factor	human	7
1278	COL1A2	collagen type I alpha 2 chain	human	1
1410	CRYAB	crystallin alpha B	human	7
1535	CYBA	cytochrome b-245 alpha chain	human	3
2052	EPHX1	epoxide hydrolase 1	human	14
2158	F9	coagulation factor IX	human	4
2194	FASN	fatty acid synthase	human	3
23028	KDM1A	lysine demethylase 1A	human	14
2547	XRCC6	X-ray repair cross complementing 6	human	6
28	ABO	ABO, alpha 1-3-N-acetylgalactosaminyltransferase and alpha 1-3-galactosyltransferase	human	2
3040	HBA2	hemoglobin subunit alpha 2	human	1
358	AQP1	aquaporin 1 (Colton blood group)	human	2
3897	L1CAM	L1 cell adhesion molecule	human	4
4595	MUTYH	mutY DNA glycosylase	human	70
4771	NF2	NF2, moesin-ezrin-radixin like (MERLIN) tumor suppressor	human	28
4804	NGFR	nerve growth factor receptor	human	1
50507	NOX4	NADPH oxidase 4	human	10
51284	TLR7	toll like receptor 7	human	1
5294	PIK3CG	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit gamma	human	17
5604	MAP2K1	mitogen-activated protein kinase kinase 1	human	6
5617	PRL	prolactin	human	10
7056	THBD	thrombomodulin	human	1
7080	NKX2-1	NK2 homeobox 1	human	2
7150	TOP1	DNA topoisomerase I	human	1
7329	UBE2I	ubiquitin conjugating enzyme E2 I	human	15
7486	WRN	WRN RecQ like helicase	human	11
842	CASP9	caspase 9	human	13
84876	ORAI1	ORAI calcium release-activated calcium modulator 1	human	2
8517	IKBKG	inhibitor of nuclear factor kappa B kinase regulatory subunit gamma	human	11
891	CCNB1	cyclin B1	human	3
92140	MTDH	metadherin	human	15
9817	KEAP1	kelch like ECH associated protein 1	human	2
10013	HDAC6	histone deacetylase 6	human	23
100133941	CD24	CD24 molecule	human	8
10320	IKZF1	IKAROS family zinc finger 1	human	105
2066	ERBB4	erb-b2 receptor tyrosine kinase 4	human	20
2167	FABP4	fatty acid binding protein 4	human	1
23476	BRD4	bromodomain containing 4	human	18
2597	GAPDH	glyceraldehyde-3-phosphate dehydrogenase	human	6
283131	NEAT1	nuclear paraspeckle assembly transcript 1	human	2
2852	GPER1	G protein-coupled estrogen receptor 1	human	3
2956	MSH6	mutS homolog 6	human	47
3579	CXCR2	C-X-C motif chemokine receptor 2	human	15
407006	MIR221	microRNA 221	human	1
407018	MIR27A	microRNA 27a	human	1
407021	MIR29A	microRNA 29a	human	1
4286	MITF	melanocyte inducing transcription factor	human	13
4548	MTR	5-methyltetrahydrofolate-homocysteine methyltransferase	human	22
4586	MUC5AC	mucin 5AC, oligomeric mucus/gel-forming	human	1
462	SERPINC1	serpin family C member 1	human	7
4691	NCL	nucleolin	human	1
4915	NTRK2	neurotrophic receptor tyrosine kinase 2	human	49
5310	PKD1	polycystin 1, transient receptor potential channel interacting	human	20
5467	PPARD	peroxisome proliferator activated receptor delta	human	63
5579	PRKCB	protein kinase C beta	human	4
5788	PTPRC	protein tyrosine phosphatase receptor type C	human	22
5914	RARA	retinoic acid receptor alpha	human	19
6279	S100A8	S100 calcium binding protein A8	human	5
684	BST2	bone marrow stromal cell antigen 2	human	1
695	BTK	Bruton tyrosine kinase	human	3
7345	UCHL1	ubiquitin C-terminal hydrolase L1	human	1
7535	ZAP70	zeta chain of T cell receptor associated protein kinase 70	human	22
8314	BAP1	BRCA1 associated protein 1	human	12
85480	TSLP	thymic stromal lymphopoietin	human	8
8795	TNFRSF10B	TNF receptor superfamily member 10b	human	3
1000	CDH2	cadherin 2	human	5
102	ADAM10	ADAM metallopeptidase domain 10	human	2
10273	STUB1	STIP1 homology and U-box containing protein 1	human	2
1113	CHGA	chromogranin A	human	5
1147	CHUK	component of inhibitor of nuclear factor kappa B kinase complex	human	12
121278	TPH2	tryptophan hydroxylase 2	human	3
1244	ABCC2	ATP binding cassette subfamily C member 2	human	13
1508	CTSB	cathepsin B	human	13
1524	CX3CR1	C-X3-C motif chemokine receptor 1	human	6
1991	ELANE	elastase, neutrophil expressed	human	5
2006	ELN	elastin	human	97
2159	F10	coagulation factor X	human	3
2266	FGG	fibrinogen gamma chain	human	2
240	ALOX5	arachidonate 5-lipoxygenase	human	14
246778	IL27	interleukin 27	human	2
27161	AGO2	argonaute RISC catalytic component 2	human	12
2717	GLA	galactosidase alpha	human	9
2811	GP1BA	glycoprotein Ib platelet subunit alpha	human	1
3002	GZMB	granzyme B	human	3
3575	IL7R	interleukin 7 receptor	human	7
3814	KISS1	KiSS-1 metastasis suppressor	human	1
4322	MMP13	matrix metallopeptidase 13	human	1
4625	MYH7	myosin heavy chain 7	human	2
5155	PDGFB	platelet derived growth factor subunit B	human	6
5175	PECAM1	platelet and endothelial cell adhesion molecule 1	human	30
6198	RPS6KB1	ribosomal protein S6 kinase B1	human	26
6288	SAA1	serum amyloid A1	human	3
632	BGLAP	bone gamma-carboxyglutamate protein	human	1
6376	CX3CL1	C-X3-C motif chemokine ligand 1	human	2
6591	SNAI2	snail family transcriptional repressor 2	human	1
6778	STAT6	signal transducer and activator of transcription 6	human	16
7078	TIMP3	TIMP metallopeptidase inhibitor 3	human	1
7520	XRCC5	X-ray repair cross complementing 5	human	2
9332	CD163	CD163 molecule	human	9
952	CD38	CD38 molecule	human	2
10059	DNM1L	dynamin 1 like	human	12
10763	NES	nestin	human	1
1509	CTSD	cathepsin D	human	1
249	ALPL	alkaline phosphatase, biomineralization associated	human	8
2670	GFAP	glial fibrillary acidic protein	human	4
2740	GLP1R	glucagon like peptide 1 receptor	human	3
3371	TNC	tenascin C	human	80
3659	IRF1	interferon regulatory factor 1	human	11
406935	MIR143	microRNA 143	human	1
406985	MIR200C	microRNA 200c	human	1
406992	MIR210	microRNA 210	human	1
4602	MYB	MYB proto-oncogene, transcription factor	human	23
4653	MYOC	myocilin	human	1
4976	OPA1	OPA1 mitochondrial dynamin like GTPase	human	34
5430	POLR2A	RNA polymerase II subunit A	human	1
5443	POMC	proopiomelanocortin	human	4
5727	PTCH1	patched 1	human	10
6776	STAT5A	signal transducer and activator of transcription 5A	human	13
7042	TGFB2	transforming growth factor beta 2	human	4
8202	NCOA3	nuclear receptor coactivator 3	human	4
8542	APOL1	apolipoprotein L1	human	5
8862	APLN	apelin	human	1
8877	SPHK1	sphingosine kinase 1	human	5
100048912	CDKN2B-AS1	CDKN2B antisense RNA 1	human	32
1020	CDK5	cyclin dependent kinase 5	human	2
1025	CDK9	cyclin dependent kinase 9	human	1
1048	CEACAM5	CEA cell adhesion molecule 5	human	9
10630	PDPN	podoplanin	human	12
182	JAG1	jagged canonical Notch ligand 1	human	1
23410	SIRT3	sirtuin 3	human	43
25937	WWTR1	WW domain containing transcription regulator 1	human	17
27185	DISC1	DISC1 scaffold protein	human	23
2833	CXCR3	C-X-C motif chemokine receptor 3	human	12
2904	GRIN2B	glutamate ionotropic receptor NMDA type subunit 2B	human	9
3133	HLA-E	major histocompatibility complex, class I, E	human	8
3159	HMGA1	high mobility group AT-hook 1	human	12
3290	HSD11B1	hydroxysteroid 11-beta dehydrogenase 1	human	3
3439	IFNA1	interferon alpha 1	human	1
3484	IGFBP1	insulin like growth factor binding protein 1	human	2
3491	CCN1	cellular communication network factor 1	human	1
3574	IL7	interleukin 7	human	13
3611	ILK	integrin linked kinase	human	12
3684	ITGAM	integrin subunit alpha M	human	14
3716	JAK1	Janus kinase 1	human	15
3880	KRT19	keratin 19	human	1
3925	STMN1	stathmin 1	human	4
406986	MIR203A	microRNA 203a	human	1
407008	MIR223	microRNA 223	human	1
4092	SMAD7	SMAD family member 7	human	6
4878	NPPA	natriuretic peptide A	human	1
5069	PAPPA	pappalysin 1	human	5
51561	IL23A	interleukin 23 subunit alpha	human	1
51741	WWOX	WW domain containing oxidoreductase	human	5
5268	SERPINB5	serpin family B member 5	human	3
5335	PLCG1	phospholipase C gamma 1	human	12
5654	HTRA1	HtrA serine peptidase 1	human	1
590	BCHE	butyrylcholinesterase	human	3
634	CEACAM1	CEA cell adhesion molecule 1	human	8
659	BMPR2	bone morphogenetic protein receptor type 2	human	3
6928	HNF1B	HNF1 homeobox B	human	23
7186	TRAF2	TNF receptor associated factor 2	human	9
773	CACNA1A	calcium voltage-gated channel subunit alpha1 A	human	5
79923	NANOG	Nanog homeobox	human	2
8289	ARID1A	AT-rich interaction domain 1A	human	2
8737	RIPK1	receptor interacting serine/threonine kinase 1	human	21
1021	CDK6	cyclin dependent kinase 6	human	3
10399	RACK1	receptor for activated C kinase 1	human	1
10643	IGF2BP3	insulin like growth factor 2 mRNA binding protein 3	human	14
1236	CCR7	C-C motif chemokine receptor 7	human	5
1378	CR1	complement C3b/C4b receptor 1 (Knops blood group)	human	3
1394	CRHR1	corticotropin releasing hormone receptor 1	human	6
1437	CSF2	colony stimulating factor 2	human	1
1673	DEFB4A	defensin beta 4A	human	1
2130	EWSR1	EWS RNA binding protein 1	human	99
2705	GJB1	gap junction protein beta 1	human	5
284	ANGPT1	angiopoietin 1	human	5
29110	TBK1	TANK binding kinase 1	human	7
2934	GSN	gelsolin	human	58
3169	FOXA1	forkhead box A1	human	1
3358	HTR2C	5-hydroxytryptamine receptor 2C	human	3
3397	ID1	inhibitor of DNA binding 1	human	2
350	APOH	apolipoprotein H	human	1
3990	LIPC	lipase C, hepatic type	human	1
4067	LYN	LYN proto-oncogene, Src family tyrosine kinase	human	4
4306	NR3C2	nuclear receptor subfamily 3 group C member 2	human	16
4552	MTRR	5-methyltetrahydrofolate-homocysteine methyltransferase reductase	human	33
54209	TREM2	triggering receptor expressed on myeloid cells 2	human	2
57379	AICDA	activation induced cytidine deaminase	human	3
59341	TRPV4	transient receptor potential cation channel subfamily V member 4	human	27
6441	SFTPD	surfactant protein D	human	5
6716	SRD5A2	steroid 5 alpha-reductase 2	human	6
6833	ABCC8	ATP binding cassette subfamily C member 8	human	6
8841	HDAC3	histone deacetylase 3	human	10
100	ADA	adenosine deaminase	human	4
10062	NR1H3	nuclear receptor subfamily 1 group H member 3	human	38
1281	COL3A1	collagen type III alpha 1 chain	human	1
1361	CPB2	carboxypeptidase B2	human	4
1812	DRD1	dopamine receptor D1	human	1
25939	SAMHD1	SAM and HD domain containing deoxynucleoside triphosphate triphosphohydrolase 1	human	3
2623	GATA1	GATA binding protein 1	human	1
2626	GATA4	GATA binding protein 4	human	5
2678	GGT1	gamma-glutamyltransferase 1	human	3
2719	GPC3	glypican 3	human	6
2776	GNAQ	G protein subunit alpha q	human	5
3485	IGFBP2	insulin like growth factor binding protein 2	human	4
3624	INHBA	inhibin subunit beta A	human	6
3663	IRF5	interferon regulatory factor 5	human	16
3875	KRT18	keratin 18	human	2
3973	LHCGR	luteinizing hormone/choriogonadotropin receptor	human	15
4041	LRP5	LDL receptor related protein 5	human	21
406952	MIR17	microRNA 17	human	1
4607	MYBPC3	myosin binding protein C3	human	1
5167	ENPP1	ectonucleotide pyrophosphatase/phosphodiesterase 1	human	1
55384	MEG3	maternally expressed 3	human	15
5581	PRKCE	protein kinase C epsilon	human	46
5590	PRKCZ	protein kinase C zeta	human	60
58	ACTA1	actin alpha 1, skeletal muscle	human	1
5972	REN	renin	human	1
6010	RHO	rhodopsin	human	1
64135	IFIH1	interferon induced with helicase C domain 1	human	3
655	BMP7	bone morphogenetic protein 7	human	1
6573	SLC19A1	solute carrier family 19 member 1	human	63
6690	SPINK1	serine peptidase inhibitor Kazal type 1	human	8
6885	MAP3K7	mitogen-activated protein kinase kinase kinase 7	human	6
6908	TBP	TATA-box binding protein	human	2
7068	THRB	thyroid hormone receptor beta	human	89
7158	TP53BP1	tumor protein p53 binding protein 1	human	17
7321	UBE2D1	ubiquitin conjugating enzyme E2 D1	human	2
7494	XBP1	X-box binding protein 1	human	4
8454	CUL1	cullin 1	human	6
8945	BTRC	beta-transducin repeat containing E3 ubiquitin protein ligase	human	24
9232	PTTG1	PTTG1 regulator of sister chromatid separation, securin	human	3
9575	CLOCK	clock circadian regulator	human	33
9927	MFN2	mitofusin 2	human	14
10397	NDRG1	N-myc downstream regulated 1	human	8
10406	WFDC2	WAP four-disulfide core domain 2	human	1
1269	CNR2	cannabinoid receptor 2	human	7
1806	DPYD	dihydropyrimidine dehydrogenase	human	13
2	A2M	alpha-2-macroglobulin	human	6
2017	CTTN	cortactin	human	12
2057	EPOR	erythropoietin receptor	human	2
208	AKT2	AKT serine/threonine kinase 2	human	4
2160	F11	coagulation factor XI	human	30
2516	NR5A1	nuclear receptor subfamily 5 group A member 1	human	1
27250	PDCD4	programmed cell death 4	human	3
3178	HNRNPA1	heterogeneous nuclear ribonucleoprotein A1	human	3
326	AIRE	autoimmune regulator	human	1
4907	NT5E	5'-nucleotidase ecto	human	2
5037	PEBP1	phosphatidylethanolamine binding protein 1	human	1
5045	FURIN	furin, paired basic amino acid cleaving enzyme	human	8
51129	ANGPTL4	angiopoietin like 4	human	7
5292	PIM1	Pim-1 proto-oncogene, serine/threonine kinase	human	2
5376	PMP22	peripheral myelin protein 22	human	12
546	ATRX	ATRX chromatin remodeler	human	20
5515	PPP2CA	protein phosphatase 2 catalytic subunit alpha	human	3
5742	PTGS1	prostaglandin-endoperoxide synthase 1	human	7
5744	PTHLH	parathyroid hormone like hormone	human	10
5901	RAN	RAN, member RAS oncogene family	human	3
6117	RPA1	replication protein A1	human	3
641	BLM	BLM RecQ like helicase	human	10
6775	STAT4	signal transducer and activator of transcription 4	human	13
7035	TFPI	tissue factor pathway inhibitor	human	19
834	CASP1	caspase 1	human	16
8850	KAT2B	lysine acetyltransferase 2B	human	6
9112	MTA1	metastasis associated 1	human	38
9131	AIFM1	apoptosis inducing factor mitochondria associated 1	human	5
943	TNFRSF8	TNF receptor superfamily member 8	human	10
9839	ZEB2	zinc finger E-box binding homeobox 2	human	3
9971	NR1H4	nuclear receptor subfamily 1 group H member 4	human	17
10419	PRMT5	protein arginine methyltransferase 5	human	12
1294	COL7A1	collagen type VII alpha 1 chain	human	25
1435	CSF1	colony stimulating factor 1	human	11
1540	CYLD	CYLD lysine 63 deubiquitinase	human	35
1604	CD55	CD55 molecule (Cromer blood group)	human	11
2073	ERCC5	ERCC excision repair 5, endonuclease	human	1
2120	ETV6	ETS variant transcription factor 6	human	13
2185	PTK2B	protein tyrosine kinase 2 beta	human	83
2624	GATA2	GATA binding protein 2	human	3
2643	GCH1	GTP cyclohydrolase 1	human	8
26762	HAVCR1	hepatitis A virus cellular receptor 1	human	25
27178	IL37	interleukin 37	human	5
308	ANXA5	annexin A5	human	3
3838	KPNA2	karyopherin subunit alpha 2	human	2
406910	MIR125A	microRNA 125a	human	1
409	ARRB2	arrestin beta 2	human	25
4254	KITLG	KIT ligand	human	2
488	ATP2A2	ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 2	human	7
51548	SIRT6	sirtuin 6	human	11
5320	PLA2G2A	phospholipase A2 group IIA	human	11
54210	TREM1	triggering receptor expressed on myeloid cells 1	human	8
5423	POLB	DNA polymerase beta	human	23
55600	ITLN1	intelectin 1	human	1
5627	PROS1	protein S	human	3
578	BAK1	BCL2 antagonist/killer 1	human	9
5829	PXN	paxillin	human	68
6262	RYR2	ryanodine receptor 2	human	35
6548	SLC9A1	solute carrier family 9 member A1	human	6
668	FOXL2	forkhead box L2	human	1
6777	STAT5B	signal transducer and activator of transcription 5B	human	11
6925	TCF4	transcription factor 4	human	46
7010	TEK	TEK receptor tyrosine kinase	human	5
7054	TH	tyrosine hydroxylase	human	5
7070	THY1	Thy-1 cell surface antigen	human	5
710	SERPING1	serpin family G member 1	human	2
7337	UBE3A	ubiquitin protein ligase E3A	human	69
84557	MAP1LC3A	microtubule associated protein 1 light chain 3 alpha	human	10
8772	FADD	Fas associated via death domain	human	1
