Approved symbol	Chromosome	NCBI Gene ID
ALDH1A1	9q21.13	216
ALDH1A2	15q21.3	8854
ALDH1A2-AS1	15q21.3	283665
ALDH1A3	15q26.3	220
ALDH1A3-AS1	15q26.3	101927751
ALDH1B1	9p13.1	219
ALDH1L1	3q21.3	10840
ALDH1L1-AS1	3q21.3	
ALDH1L1-AS2	3q21.3	100862662
ALDH1L2	12q23.3	160428
ALDH2	12q24.12	217
ALDH3A1	17p11.2	218
ALDH3A2	17p11.2	224
ALDH3B1	11q13.2	221
ALDH3B2	11q13.2	222
ALDH4A1	1p36.13	8659
ALDH5A1	6p22.3	7915
ALDH6A1	14q24.3	4329
ALDH7A1	5q23.2	501
ALDH7A1P1	5q13.3	541
ALDH7A1P2	2q31.1	542
ALDH7A1P3	7q36.1	543
ALDH7A1P4	10q21.2	544
ALDH8A1	6q23.3	64577
ALDH9A1	1q24.1	223
ALDH16A1	19q13.33	126133
ALDH18A1	10q24.1	5832
ALDL1		
ALDOA	16p11.2	226
ALDOAP1	3p21.2	391538
ALDOAP2	10q26.13	228
ALDOB	9q31.1	229
ALDOC	17q11.2	230
ALDOC-AS1	17q11.2	
ALDR1		
ALDRL2	9q22	
ALDRL5		
ALFN1	12q24	
ALG1	16p13.3	56052
ALG1L1P	3q21.2	200810
ALG1L2	3q22.1	644974
ALG1L3P	4p16.1	100132066
ALG1L5P	7p22.1	647415
ALG1L6P	3p12.3	339879
ALG1L7P	4p16.3	728263
ALG1L8P	11q13.2	645015
ALG1L9P	11q13.4	285407
ALG1L10P	12p13.31	
ALG1L11P	8p23.1	
ALG1L12P	8p23.1	100421097
ALG1L13P	8p23.1	
ALG1L14P	4p16.1	100996649
ALG1L15P	3q25.31	730086
ALG2	9q22.33	85365
ALG3	3q27.1	10195
ALG3P1	5p15.32	442131
ALG5	13q13.3	29880
ALG6	1p31.3	29929
ALG8	11q14.1	79053
ALG9	11q23.1	79796
ALG9-IT1	11q23.1	
ALG10	12p11.1	84920
ALG10B	12q12	144245
ALG11	13q14.3	440138
ALG12	22q13.33	79087
ALG13	Xq23	79868
ALG13-AS1	Xq23	
ALG14	1p21.3	199857
ALG14-AS1	1p21.3	101928098
ALK	2p23.2-p23.1	238
ALKAL1	8q11.23	389658
ALKAL2	2p25.3	285016
ALKBH1	14q24.3	8846
ALKBH2	12q24.11	121642
ALKBH3	11p11.2	221120
ALKBH3-AS1	11p11.2	100507300
ALKBH4	7q22.1	54784
ALKBH5	17p11.2	54890
ALKBH6	19q13.12	84964
ALKBH7	19p13.3	84266
ALKBH8	11q22.3	91801
ALLC	2p25.3	55821
ALMS1	2p13.1	7840
ALMS1-IT1	2p13.1	100874291
ALMS1P1	2p13.1	200420
ALOX5	10q11.21	240
ALOX5AP	13q12.3	241
ALOX12	17p13.1	239
ALOX12-AS1	17p13.1	100506713
ALOX12B	17p13.1	242
ALOX12P1	17q11.2	243
ALOX12P2	17p13.1	245
ALOX15	17p13.2	246
ALOX15B	17p13.1	247
ALOX15P1	17p13.1	100652883
ALOX15P2	9q22.31	642959
ALOXE3	17p13.1	59344
ALOXE3P1	17p13.1	100420216
ALPG	2q37.1	251
ALPI	2q37.1	248
ALPK1	4q25	80216
ALPK2	18q21.31-q21.32	115701
ALPK3	15q25.3	57538
ALPL	1p36.12	249
ALPP	2q37.1	250
ALPPL1		
ALPPP	2q37.1	
ALS1		
ALS2	2q33.1	57679
ALS2CL	3p21.31	259173
ALS2CR1	2q33-q34	
ALS2CR6	2q33	
ALS2CR14	2q33	
ALS2CR16	2q33.2	
ALS2CR17	2q33.2	
ALS2CR18	2q33	
ALS3	18q21	
ALS5	15q15.1-q21.1	
ALS6	16q12	
ALS7	20p13	
ALUNC		
ALX1	12q21.31	8092
ALX3	1p13.3	257
ALX4	11p11.2	60529
ALYREF	17q25.3	10189
AMACR	5p13.2	23600
AMANZI	2q14.1	
AMBN	4q13.3	258
AMBP	9q32	259
AMBRA1	11p11.2	55626
AMCD1	9	
AMCD2B	11pter-p15.5	
AMCN	5q35	
AMD1	6q21	262
AMD1P1	10p12.31	100133024
AMD1P2	Xq28 and Yq12	263
AMD1P3	5p12	728931
AMD1P4	6p24.1	100129761
AMD2		
AMDHD1	12q23.1	144193
AMDHD2	16p13.3	51005
AMDM	9p13-q12	
AMELX	Xp22.2	265
AMELY	Yp11.2	266
AMER1	Xq11.2	139285
AMER2	13q12.13	219287
AMER3	2q21.1	205147
AMFR	16q13	267
AMH	19p13.3	268
AMHR2	12q13.13	269
AMIGO1	1p13.3	57463
AMIGO2	12q13.11	347902
AMIGO3	3p21.31	386724
AMLCR2	16q22	
AMMECR1	Xq23	9949
AMMECR1-IT1	Xq23	
AMMECR1L	2q14.3	83607
AMMECR1LP1	13q32.1	100420921
AMN	14q32.32	81693
AMN1	12p11.21	196394
AMOT	Xq23	154796
AMOTL1	11q21	154810
AMOTL2	3q22.2	51421
AMPD1	1p13.2	270
AMPD2	1p13.3	271
AMPD3	11p15.4	272
AMPH	7p14.1	273
AMPHL		
AMT	3p21.31	275
AMTN	4q13.3	401138
AMY1A	1p21.1	276
AMY1B	1p21.1	277
AMY1C	1p21.1	278
AMY2A	1p21.1	279
AMY2B	1p21.1	280
AMYP1	1p21.1	281
AMZ1	7p22.3	155185
AMZ2	17q24.2	51321
AMZ2P1	17q24.1	201283
AMZ2P2	6q25.3	100421018
AMZ2P3	Xp21.3	100128929
AN1		
AN2		
ANAPC1	2q13	64682
ANAPC1P1	2p11.2	100286979
ANAPC1P2	2p11.2	285074
ANAPC1P3	2p11.2	100420889
ANAPC1P4	2p11.2	730268
ANAPC1P5	2p11.2	100420890
ANAPC1P6	2q12.2	402096
ANAPC2	9q34.3	29882
ANAPC4	4p15.2	29945
ANAPC5	12q24.31	51433
ANAPC7	12q24.11	51434
ANAPC10	4q31.21	10393
ANAPC10P1	1p32.3	729198
ANAPC11	17q25.3	51529
ANAPC13	3q22.2	25847
ANAPC13P1	20p12.2	100192388
ANAPC15	11q13.4	25906
ANAPC15P1	Xp22.31	100128808
ANAPC15P2	3q26.31	
ANAPC16	10q22.1	119504
ANCR	15q11-q12	
ANE1	2q12.1-q13	
ANG	14q11.2	283
ANGEL1	14q24.3	23357
ANGEL2	1q32.3	90806
ANGPT1	8q23.1	284
ANGPT2	8p23.1	285
ANGPT3	reserved	
ANGPT4	20p13	51378
ANGPT5		
ANGPTL1	1q25.2	9068
ANGPTL2	9q33.3	23452
ANGPTL3	1p31.3	27329
ANGPTL4	19p13.2	51129
ANGPTL5	11q22.1	253935
ANGPTL6	19p13.2	83854
ANGPTL7	1p36.22	10218
ANGPTL8	19p13.2	55908
ANHX	12q24.33	647589
ANIB1	7q11.2	
ANIB2	19q13	
ANIB3	1p36.13-p34.3	
ANIB4	5p15.2-p14.3	
ANK1	8p11.21	286
ANK2	4q25-q26	287
ANK2-AS1	4q25	105377373
ANK3	10q21.2	288
ANK3-DT	10q21.2	105378320
ANKAR	2q32.2	150709
ANKDD1A	15q22.31	348094
ANKDD1B	5q13.3	728780
ANKEF1	20p12.2	63926
ANKFN1	17q22	162282
ANKFY1	17p13.2	51479
ANKH	5p15.2	56172
ANKH-DT	5p15.2	
ANKHD1	5q31.3	54882
ANKHD1-DT	5q31.3	
ANKHD1-EIF4EBP3	5q31.3	404734
ANKIB1	7q21.2	54467
ANKK1	11q23.2	255239
ANKL1	7q31.2	
ANKLE1	19p13.11	126549
ANKLE2	12q24.33	23141
ANKMY1	2q37.3	51281
ANKMY2	7p21.1	57037
ANKRA2	5q13.2	57763
ANKRD1	10q23.31	27063
ANKRD2	10q24.2	26287
ANKRD6	6q15	22881
ANKRD7	7q31.31	56311
ANKRD9	14q32.31	122416
ANKRD10	13q34	55608
ANKRD10-IT1	13q34	100505494
ANKRD11	16q24.3	29123
ANKRD11P1	2p12	100287912
ANKRD11P2	Xq27.3	100419906
ANKRD12	18p11.22	23253
ANKRD13A	12q24.11	88455
ANKRD13B	17q11.2	124930
ANKRD13C	1p31.1	81573
ANKRD13C-DT	1p31.1	11147
ANKRD13D	11q13.2	338692
ANKRD14	9q22	
ANKRD16	10p15.1	54522
ANKRD17	4q13.3	26057
ANKRD17-DT	4q13.3	102724832
ANKRD18A	9p13.1	253650
ANKRD18B	9p13.3	441459
ANKRD18CP	9q22.33	101926917
ANKRD18DP	3q29	348840
ANKRD18EP	6p21.2	100131031
ANKRD18FP	6p25.3	
ANKRD19P	9q22.31	138649
ANKRD20A1	9q21.11	84210
ANKRD20A2P	9p11.2	441430
ANKRD20A3P	9q21.11	441425
ANKRD20A4P	9q13	728747
ANKRD20A5P	18p11.21	440482
ANKRD20A6P	Yq11.21	728157
ANKRD20A7P	9p11.1	653436
ANKRD20A8P	2q11.1	729171
ANKRD20A9P	13q11	284232
ANKRD20A10P	13q12.12	100421422
ANKRD20A11P	21q11.2	391267
ANKRD20A12P	4	100874392
ANKRD20A13P	1q21.1	100132733
ANKRD20A14P	unplaced	100533719
ANKRD20A15P	1q21.1	100533720
ANKRD20A16P	21p11.2	100421427
ANKRD20A17P	4p11	100421363
ANKRD20A18P	21q11.2	391269
ANKRD20A19P	13q12.12	400110
ANKRD20A20P	9q21.11	728788
ANKRD20A21P	20q11.21	102723552
ANKRD22	10q23.31	118932
ANKRD23	2q11.2	200539
ANKRD24	19p13.3	170961
ANKRD26	10p12.1	22852
ANKRD26P1	16q11.2	124149
ANKRD26P2	13q13.3	646929
ANKRD26P3	13q12.11	100101938
ANKRD26P4	13q12.3	100873882
ANKRD27	19q13.11	84079
ANKRD28	3p25.1	23243
ANKRD29	18q11.2	147463
ANKRD30A	10p11.21	91074
ANKRD30B	18p11.21	374860
ANKRD30BL	2q21.2	554226
ANKRD30BP1	21q11.2	642460
ANKRD30BP2	21q11.2	149992
ANKRD30BP3	10q11.21	338579
ANKRD31	5q13.3	256006
ANKRD33	12q13.13	341405
ANKRD33B	5p15.2	651746
ANKRD33B-AS1	5p15.2	
ANKRD33B-IT1	5p15.2	
ANKRD33BP1	2q11.1	100419920
ANKRD33BP2	11p11.12	100129384
ANKRD33BP3	11p11.12	100507606
ANKRD33BP4	11p11.12	100652976
ANKRD33BP5	11p11.12	100287028
ANKRD33BP6	11q12.1	100507561
ANKRD33BP7	11q14.3	100420024
ANKRD33BP8	11q14.3	100420021
ANKRD33BP9	11q14.3	100420025
ANKRD33BP10	11q14.3	100420022
ANKRD34A	1q21.1	284615
ANKRD34B	5q14.1	340120
ANKRD34C	15q25.1	390616
ANKRD34C-AS1	15q25.1	729911
ANKRD35	1q21.1	148741
ANKRD36	2q11.2	375248
ANKRD36B	2q11.2	57730
ANKRD36BP1	1q24.2	84832
ANKRD36BP2	2p11.2	645784
ANKRD36C	2q11.1	400986
ANKRD36P1	Yq11.23	100132420
ANKRD36P2	6p21.31	
ANKRD37	4q35.1	353322
ANKRD39	2q11.2	51239
ANKRD39P1	6p21.2	100124373
ANKRD40	17q21.33	91369
ANKRD40CL	17q21.33	55018
ANKRD42	11q14.1	338699
ANKRD42-DT	11q14.1	100506282
ANKRD44	2q33.1	91526
ANKRD44-AS1	2q33.1	101927596
ANKRD44-DT	2q33.1	105373824
ANKRD44-IT1	2q33.1	101927547
ANKRD45	1q25.1	339416
ANKRD46	8q22.3	157567
ANKRD49	11q21	54851
ANKRD49P1	2q36.2	100419814
ANKRD49P2	12p11.21	
ANKRD49P3	5q31.1	391834
ANKRD49P4	7q31.2	100130680
ANKRD50	4q28.1	57182
ANKRD52	12q13.3	283373
ANKRD53	2p13.3	79998
ANKRD54	22q13.1	129138
ANKRD54P1	10q11.21	100419962
ANKRD55	5q11.2	79722
ANKRD60	20q13.32	140731
ANKRD61	7p22.1	100310846
ANKRD62	18p11.21	342850
ANKRD62P1	22q11.1	
ANKRD62P1-PARP4P3	22q11.1	23783
ANKRD63	15q15.1	100131244
ANKRD65	1p36.33	441869
ANKRD65-AS1	1p36.33	105378585
ANKRD66	6p12.3	100287718
ANKS1A	6p21.31	23294
ANKS1B	12q23.1	56899
ANKS3	16p13.3	124401
ANKS4B	16p12.2	257629
ANKS6	9q22.33	203286
ANKUB1	3q25.1	389161
ANKZF1	2q35	55139
ANLN	7p14.2	54443
ANO1	11q13.3	55107
ANO1-AS1	11q13.3	
ANO2	12p13.31	57101
ANO3	11p14.2	63982
ANO3-AS1	11p14.2	105376599
ANO4	12q23.1	121601
ANO5	11p14.3	203859
ANO6	12q12	196527
ANO7	2q37.3	50636
ANO7L1	1p36.13	101927546
ANO8	19p13.11	57719
ANO9	11p15.5	338440
ANO10	3p22.1-p21.33	55129
ANOP1	X	
ANOS1	Xp22.31	3730
ANOS2P	Yq11.221	3734
ANP		
ANP32A	15q23	8125
ANP32A-IT1	15q23	80035
ANP32AP1	15q14	723972
ANP32B	9q22.33	10541
ANP32BP1	15q24.2	646791
ANP32BP2	22q13.31	100130708
ANP32BP3	15q25.1	100652899
ANP32CP	4q32.3	23520
ANP32D	12q13.11	23519
ANP32E	1q21.2	81611
ANPEP	15q26.1	290
ANPRA		
ANPRB		
ANPRC		
ANT1		
ANT2		
ANT3		
ANTKMT	16p13.3	65990
ANTP2	reserved	
ANTP3	22q13.2	
ANTP4	reserved	
ANTXR1	2p13.3	84168
ANTXR2	4q21.21	118429
ANTXRL	10q11.22	195977
ANTXRLP1	10q11.22	100996567
ANX1		
ANX2		
ANX2L1		
ANX2L2		
ANX2L3		
ANX2L4		
ANX2LG		
ANX2P1		
ANX2P2		
ANX2P3		
ANX3		
ANX4		
ANX5		
ANX6		
ANX7		
ANX8		
ANX11		
ANX13		
ANX31		
ANXA1	9q21.13	301
ANXA2	15q22.2	302
ANXA2P1	4q31.3	303
ANXA2P2	9p13.3	304
ANXA2P3	10q21.3	305
ANXA2R	5p12	389289
ANXA2R-AS1	5p12	153684
ANXA2R-OT1	5p12	648987
ANXA3	4q21.21	306
ANXA4	2p13.3	307
ANXA5	4q27	308
ANXA6	5q33.1	309
ANXA7	10q22.2	310
ANXA8	10q11.22	653145
ANXA8L1	10q11.22	728113
ANXA8L2	10q11.22	
ANXA9	1q21.3	8416
ANXA10	4q32.3	11199
ANXA11	10q22.3	311
ANXA13	8q24.13	312
AOAH	7p14.2	313
AOAH-IT1	7p14.2	100874264
AOC1	7q36.1	26
AOC2	17q21.31	314
AOC3	17q21.31	8639
AOC4P	17q21.31	90586
AOM	12q14	
AOP1		
AOPEP	9q22.32	84909
AOX1	2q33.1	316
AOX2P	2q33.1	344454
AOX3P	2q33.1	107126360
AOX3P-AOX2P	2q33.1	107161151
AP1AR	4q25	55435
AP1AR-DT	4q25	
AP1B1	22q12.2	162
AP1B1P1	22q12.3	23782
AP1B1P2	22q12.3	23781
AP1G1	16q22.2	164
AP1G2	14q11.2	8906
AP1G2-AS1	14q11.2	102724814
AP1M1	19p13.11	8907
AP1M2	19p13.2	10053
AP1M2P1	Xq12	645388
AP1S1	7q22.1	1174
AP1S2	Xp22.2	8905
AP1S2P1	7q21.3	
AP1S3	2q36.1	130340
AP2A1	19q13.33	160
AP2A2	11p15.5	161
AP2B1	17q12	163
AP2B1P1	Xq21.32	401602
AP2M1	3q27.1	1173
AP2S1	19q13.32	1175
AP3B1	5q14.1	8546
AP3B2	15q25.2	8120
AP3D1	19p13.3	8943
AP3M1	10q22.2	26985
AP3M2	8p11.21	10947
AP3S1	5q22.3-q23.1	1176
AP3S1P1	6p22.3	100289381
AP3S2	15q26.1	10239
AP4B1	1p13.2	10717
AP4B1-AS1	1p13.2	100287722
AP4E1	15q21.2	23431
AP4M1	7q22.1	9179
AP4S1	14q12	11154
AP5B1	11q13.1	91056
AP5M1	14q22.3	55745
AP5S1	20p13	55317
AP5Z1	7p22.1	9907
APAF1	12q23.1	317
APAH1		
APBA1	9q21.12	320
APBA2	15q13.1	321
APBA3	19p13.3	9546
APBB1	11p15.4	322
APBB1IP	10p12.1	54518
APBB2	4p14-p13	323
APBB3	5q31.3	10307
APC	5q22.2	324
APC2	19p13.3	10297
APCDD1	18p11.22	147495
APCDD1L	20q13.32	164284
APCDD1L-DT	20q13.32	149773
APCS	1q23.2	325
APECED		
APEH	3p21.31	327
APELA	4q32.3	100506013
APEX1	14q11.2	328
APEX2	Xp11.21	27301
APH1A	1q21.2	51107
APH1B	15q22.2	83464
API1		
API2		
API3		
API4		
API5	11p12	8539
API5P1	Xq23	642812
API5P2	2q31.2	728664
API6	reserved	
APIP	11p13	51074
APLF	2p13.3	200558
APLN	Xq26.1	8862
APLNR	11q12.1	187
APLP1	19q13.12	333
APLP2	11q24.3	334
APMAP	20p11.21	57136
APNH		
APOA1	11q23.3	335
APOA1-AS	11q23.3	104326055
APOA2	1q23.3	336
APOA4	11q23.3	337
APOA5	11q23.3	116519
APOAL	6q26-q27	
APOB	2p24.1	338
APOBEC1	12p13.31	339
APOBEC2	6p21.1	10930
APOBEC3A	22q13.1	200315
APOBEC3A_B	22q13 alternate reference locus	100913187
APOBEC3AP1	4q33	
APOBEC3B	22q13.1	9582
APOBEC3B-AS1	22q13.1	
APOBEC3C	22q13.1	27350
APOBEC3D	22q13.1	140564
APOBEC3E	22q13.1-q13.2	
APOBEC3F	22q13.1	200316
APOBEC3G	22q13.1	60489
APOBEC3H	22q13.1	164668
APOBEC4	1q25.3	403314
APOBER1	reserved	
APOBR	16p12.1	55911
APOC1	19q13.32	341
APOC1P1	19q13.32	342
APOC2	19q13.32	344
APOC3	11q23.3	345
APOC4	19q13.32	346
APOC4-APOC2	19q13.32	100533990
APOD	3q29	347
APOE	19q13.32	348
APOEL1	16q11-q24	
APOF	12q13.3	319
APOH	17q24.2	350
APOJ		
APOL1	22q12.3	8542
APOL2	22q12.3	23780
APOL3	22q12.3	80833
APOL4	22q12.3	80832
APOL5	22q12.3	80831
APOL6	22q12.3	80830
APOLD1	12p13.1	81575
APOM	6p21.33	55937
APONP	12q13.3	100419033
APOO	Xp22.11	79135
APOOL	Xq21.1	139322
APOOP1	5q33.3	100286948
APOOP2	3p11.2	100129005
APOOP3	12q14.3	100131528
APOOP4	4q13.2	100128725
APOOP5	16q21	644649
APP	21q21.3	351
APP-DT	21q21.3	
APPAT	2q11.2	100506123
APPBP2	17q23.2	10513
APPBP2-DT	17q23.2	120017341
APPL	9q31-qter	
APPL1	3p14.3	26060
APPL2	12q23.3	55198
APPL2		
APR		
APRG1	3p22.2	339883
APRT	16q24.3	353
APS		
APT1		
APT1LG1		
APTR	7q11.23	100505854
APTX	9p21.1	54840
APY		
AQP1	7p14.3	358
AQP2	12q13.12	359
AQP2L		
AQP3	9p13.3	360
AQP4	18q11.2	361
AQP4-AS1	18q11.2	147429
AQP5	12q13.12	362
AQP5-AS1	12q13.12	101927318
AQP6	12q13.12	363
AQP7	9p13.3	364
AQP7B	2q11.1	100509620
AQP7L		
AQP7P1	9q13	375719
AQP7P2	9q13	389756
AQP7P3	9q21.11	441432
AQP7P4	9q13	100132938
AQP7P5	9p11.2	102724655
AQP8	16p12.1	343
AQP9	15q21.3	366
AQP10	1q21.3	89872
AQP11	11q14.1	282679
AQP12A	2q37.3	375318
AQP12B	2q37.3	653437
AQR	15q14	9716
AR	Xq12	367
ARA		
ARAF	Xp11.3	369
ARAFP1	7q11.21	100421741
ARAFP2	7q11.21	644000
ARAFP3	7q11.21	285893
ARAP1	11q13.4	116985
ARAP1-AS1	11q13.4	
ARAP1-AS2	11q13.4	100506020
ARAP2	4p14	116984
ARAP3	5q31.3	64411
ARB2A	5q15	83989
ARB2BP	3q12.3	131909
ARC	8q24.3	23237
ARCN1	11q23.3	372
ARCN2	reserved	
AREG	4q13.3	374
AREGB	4q13.3	
AREL1	14q24.3	9870
ARF1	1q42.13	375
ARF1P1	7q21.3	442334
ARF1P2	12q24.31	100420012
ARF1P3	8q24.13	442396
ARF2	3p21.2-p21.1	
ARF2P	17q21.31	108489980
ARF3	12q13.12	377
ARF4	3p14.3	378
ARF4-AS1	3p14.3	106144532
ARF4P1	9q34.2	380
ARF4P2	20q13.33	170485
ARF4P3	13q32.3	390423
ARF4P4	13q31.1	100129023
ARF4P5	1p31.1	100316867
ARF5	7q32.1	381
ARF6	14q21.3	382
ARFGAP1	20q13.33	55738
ARFGAP2	11p11.2	84364
ARFGAP3	22q13.2	26286
ARFGEF1	8q13.2	10565
ARFGEF1-DT	8q13.2	102724708
ARFGEF2	20q13.13	10564
ARFGEF3	6q23.3-q24.1	57221
ARFIP1	4q31.3	27236
ARFIP2	11p15.4	23647
ARFRP1	20q13.33	10139
ARG1	6q23.2	383
ARG2	14q24.1	384
ARGFX	3q13.33	503582
ARGFXP1	5q23.2	503583
ARGFXP2	17q11.2	503640
ARGLU1	13q33.3	55082
ARGLU1-DT	13q33.3	283483
ARH6		
ARH12		
ARHGAP1	11p11.2	392
ARHGAP4	Xq28	393
ARHGAP5	14q12	394
ARHGAP5-AS1	14q12	84837
ARHGAP6	Xp22.2	395
ARHGAP8	22q13.31	23779
ARHGAP9	12q13.3	64333
ARHGAP10	4q31.23	79658
ARHGAP11A	15q13.3	9824
ARHGAP11A-DT	15q13.3	101928042
ARHGAP11A-SCG5	15q13.3	114118903
ARHGAP11B	15q13.2	89839
ARHGAP11B-DT	15q13.2	102725021
ARHGAP12	10p11.22	94134
ARHGAP15	2q22.2-q22.3	55843
ARHGAP15-AS1	2q22.3	105373654
ARHGAP16P	14q21.2	319102
ARHGAP17	16p12.1	55114
ARHGAP18	6q22.33	93663
ARHGAP19	10q24.1	84986
ARHGAP19-SLIT1	10q24.1	100533184
ARHGAP20	11q22.3-q23.1	57569
ARHGAP21	10p12.1	57584
ARHGAP22	10q11.22-q11.23	58504
ARHGAP22-IT1	10q11.22	100689073
ARHGAP23	17q12	57636
ARHGAP23P1	16p11.2	
ARHGAP24	4q21.23-q21.3	83478
ARHGAP25	2p13.3	9938
ARHGAP26	5q31.3	23092
ARHGAP26-AS1	5q31.3	
ARHGAP26-IT1	5q31.3	
ARHGAP27	17q21.31	201176
ARHGAP27P1	17q24.1	146880
ARHGAP27P1-BPTFP1-KPNA2P3	17q24.1	109286553
ARHGAP27P2	17q24.2	440461
ARHGAP28	18p11.31	79822
ARHGAP28-AS1	18p11.31	101927168
ARHGAP29	1p22.1	9411
ARHGAP29-AS1	1p22.1-p21.3	107985092
ARHGAP30	1q23.3	257106
ARHGAP31	3q13.32-q13.33	57514
ARHGAP31-AS1	3q13.33	
ARHGAP32	11q24.3	9743
ARHGAP33	19q13.12	115703
ARHGAP35	19q13.32	2909
ARHGAP36	Xq26.1	158763
ARHGAP39	8q24.3	80728
ARHGAP40	20q11.23	343578
ARHGAP42	11q22.1	143872
ARHGAP42-AS1	11q22.1	100128386
ARHGAP42P1	2q21.1	
ARHGAP42P2	2q21.1	100130693
ARHGAP42P3	22q11.1	266698
ARHGAP42P4	14q11.2	254398
ARHGAP42P5	14q11.2	100128514
ARHGAP44	17p12	9912
ARHGAP44-AS1	17p12	100128006
ARHGAP45	19p13.3	23526
ARHGDIA	17q25.3	396
ARHGDIB	12p12.3	397
ARHGDIG	16p13.3	398
ARHGEF1	19q13.2	9138
ARHGEF2	1q22	9181
ARHGEF2-AS1	1q22	107985210
ARHGEF2-AS2	1q22	107985209
ARHGEF3	3p14.3	50650
ARHGEF3-AS1	3p14.3	100874200
ARHGEF4	2q21.1	50649
ARHGEF4-AS1	2q21.1	
ARHGEF5	7q35	7984
ARHGEF6	Xq26.3	9459
ARHGEF7	13q34	8874
ARHGEF7-AS1	13q34	
ARHGEF7-AS2	13q34	100874238
ARHGEF7-IT1	13q34	
ARHGEF9	Xq11.1	23229
ARHGEF9-IT1	Xq11.1	
ARHGEF10	8p23.3	9639
ARHGEF10L	1p36.13	55160
ARHGEF11	1q23.1	9826
ARHGEF12	11q23.3	23365
ARHGEF15	17p13.1	22899
ARHGEF16	1p36.32	27237
ARHGEF17	11q13.4	9828
ARHGEF17-AS1	11q13.4	100287837
ARHGEF18	19p13.2	23370
ARHGEF18-AS1	19p13.2	
ARHGEF19	1p36.13	128272
ARHGEF19-AS1	1p36.13	
ARHGEF25	12q13.3	115557
ARHGEF26	3q25.2	26084
ARHGEF26-AS1	3q25.2	100507524
ARHGEF28	5q13.2	64283
ARHGEF28P1	3q12.1	
ARHGEF33	2p22.1	100271715
ARHGEF34P	7q35	728377
ARHGEF35	7q35	445328
ARHGEF35-AS1	7q35	101928605
ARHGEF37	5q32	389337
ARHGEF38	4q24	54848
ARHGEF38-IT1	4q24	
ARHGEF39	9p13.3	84904
ARHGEF40	14q11.2	55701
ARID1A	1p36.11	8289
ARID1B	6q25.3	57492
ARID2	12q12	196528
ARID3A	19p13.3	1820
ARID3B	15q24.1	10620
ARID3BP1	1p31.1	646555
ARID3C	9p13.3	138715
ARID4A	14q23.1	5926
ARID4B	1q42.3	51742
ARID4B-IT1	1q42.3	
ARID5A	2q11.2	10865
ARID5B	10q21.2	84159
ARIH1	15q24.1	25820
ARIH2	3p21.31	10425
ARIH2OS	3p21.31	646450
ARIH2P1	18q12.1	390844
ARK2C	18q21.1	494470
ARK2N	18q21.1	147339
ARL1	12q23.2	400
ARL2	11q13.1	402
ARL2-SNX15	11q13.1	100528018
ARL2BP	16q13	23568
ARL2BPP1	18q23	399666
ARL2BPP2	12q13.13	643898
ARL2BPP3	13q13.3	646879
ARL2BPP4	5q23.3	100130265
ARL2BPP5	5q34	100874420
ARL2BPP6	5q35.2	100874421
ARL2BPP7	9q31.1	100131629
ARL2BPP8	17q22	100131784
ARL2BPP9	17q25.3	100421675
ARL2BPP10	22q11.21	100874449
ARL3	10q24.32	403
ARL4A	7p21.3	10124
ARL4AP1	10q21.2	387684
ARL4AP2	4p14	152709
ARL4AP3	10p15.1	107984161
ARL4AP4	3p24.2	100420471
ARL4AP5	6q25.1	101928788
ARL4C	2q37.1	10123
ARL4D	17q21.31	379
ARL5A	2q23.3	26225
ARL5AP1	Xq24	641382
ARL5AP2	10q24.2	641380
ARL5AP3	1p31.3	
ARL5AP4	22q11.23	641379
ARL5AP5	Xq13.3	641378
ARL5B	10p12.31	221079
ARL5B-AS1	10p12.31	
ARL5C	17q12	390790
ARL6	3q11.2	84100
ARL6IP1	16p12.3	23204
ARL6IP1P1	14q11.2	100288702
ARL6IP1P2	10p11.21	646348
ARL6IP1P3	11q14.1	729790
ARL6IP4	12q24.31	51329
ARL6IP5	3p14.1	10550
ARL6IP6	2q23.3	151188
ARL8A	1q32.1	127829
ARL8B	3p26.1	55207
ARL8BP1	3q29	
ARL8BP2	1p35.3	100131223
ARL9	4q12	132946
ARL10	5q35.2	285598
ARL11	13q14.2	115761
ARL13A	Xq22.1	392509
ARL13B	3q11.1-q11.2	200894
ARL14	3q25.33	80117
ARL14EP	11p14.1	120534
ARL14EP-DT	11p14.1	105376607
ARL14EPL	5q23.1	644100
ARL14EPP1	2p22.2	107985793
ARL15	5q11.2	54622
ARL16	17q25.3	339231
ARL17A	17q21.31	51326
ARL17B	17q21.31	100506084
ARLNC1	16q23.2	100996425
ARMC1	8q13.1	55156
ARMC2	6q21	84071
ARMC2-AS1	6q21	
ARMC3	10p12.2	219681
ARMC5	16p11.2	79798
ARMC6	19p13.11	93436
ARMC7	17q25.1	79637
ARMC8	3q22.3	25852
ARMC8P1	9p13.1	100130871
ARMC9	2q37.1	80210
ARMC10	7q22.1	83787
ARMC10P1	3q11.2	389137
ARMC12	6p21.31	221481
ARMCX1	Xq22.1	51309
ARMCX2	Xq22.1	9823
ARMCX3	Xq22.1	51566
ARMCX3-AS1	Xq22.1	100128574
ARMCX4	Xq22.1	100131755
ARMCX5	Xq22.1	64860
ARMCX5-GPRASP2	Xq22.1	100528062
ARMCX6	Xq22.1	54470
ARMCX7P	Xq22.1	653354
ARMD1	1q25-q31	
ARMH1	1p34.1	339541
