"treatment_name","Yes (p-value)","Filopodia (p-value)","Yes (mean diff)","Filopodia (mean diff)","Yes (combined error)","Filopodia (combined error)"
"ADAMTS5 (ADAM metallopeptidase with thrombospondin type 1 motif 5)",0.0003032199463559593,0.6088004619088614,0.10982380749104859,0.02378010225442795,0.19121130828833688,0.12968179079546974
"ADAMTSL1 (ADAMTS like 1)",0.032719691554439434,0.06399297333428544,0.05768966233555084,-0.04347711866459408,0.20461708614017635,0.11141178153454039
"ADAMTSL4-AS1",0.00013543604692523026,0.48280581903316566,0.22799565816768552,0.020481250573979926,0.19350797226562866,0.10551614337880309
"ADAP1 (ArfGAP with dual PH domains 1)",0.0032451090498555324,0.00428026033689366,-0.16589672219927137,-0.14498035089465322,0.19885471398102836,0.1036026828677435
"ADAP2 (ArfGAP with dual PH domains 2)",0.0038097930186586915,0.013613466963579457,0.13505882802691072,0.14421349157437563,0.19640354540621885,0.1162681295054308
"ADAT1 (adenosine deaminase tRNA specific 1)",0.009298828574620055,0.1561573658884634,0.09202743263751478,-0.04588030264835624,0.19479744673801744,0.10530042100134293
"ADAT2 (adenosine deaminase tRNA specific 2)",0.000002778286190663337,0.4353269998624092,-0.5347894951983627,-0.029359940815951557,0.19314513896703495,0.11562037084034935
"ADAT3 (adenosine deaminase tRNA specific 3)",1.0594230759330969e-7,0.08156245155781461,0.21729182597496144,0.045060200850023546,0.195874646081811,0.11357205725899477
"ADCK1 (aarF domain containing kinase 1)",0.15374624366512757,0.012704949228436568,0.07070155705937697,-0.05465964056801742,0.2669163534377571,0.11655817592802332
"ADCK2 (aarF domain containing kinase 2)",0.009057643604117427,0.002010352547472838,0.10552722230702904,-0.07554648000435804,0.23263342370778917,0.11661818226465087
"ADCK5 (aarF domain containing kinase 5)",0.00000709822666933313,0.6591172661160272,0.18507468078231648,0.015372649735803656,0.2005351237569391,0.13772441855141263
"ADCY2 (adenylate cyclase 2)",0.034011045992289324,0.22549197383474762,0.04740760238883346,0.07009267065263064,0.1926218550892487,0.14003227152382516
"ADCY3 (adenylate cyclase 3)",0.8569524606213517,0.0001767012395132994,0.004610558606951476,-0.19447181856941737,0.19693280624440046,0.09342679727673862
"ADCY9 (adenylate cyclase 9)",0.03610383698560149,0.5252631683332141,0.05806296573849612,-0.024301657118709852,0.19424735736169998,0.11718530559960592
"ADCYAP1 (adenylate cyclase activating polypeptide 1)",0.000015960126838576727,0.2911453086020095,0.221685775376103,-0.02714419550374042,0.19135320203263273,0.10059049262955677
"ADD1 (adducin 1)",0.016147593945388117,0.6448665923425783,0.05628667018316347,-0.009950407118813287,0.1923433994148607,0.09807806020863673
"ADGRA3 (adhesion G protein-coupled receptor A3)",0.2233879185099572,0.0005990055193467736,0.040017535258045966,0.13416596265063713,0.19948097050527971,0.09274521225083238
"ADGRD1 (adhesion G protein-coupled receptor D1)",0.023373399685499452,0.2843502011361103,-0.07215138976605506,0.04665466993026346,0.1950368509857303,0.1214772065643241
"ADGRE1 (adhesion G protein-coupled receptor E1)",0.5031847817657322,0.007059205735806318,-0.04070022234547532,-0.05567250910007038,0.2263839096064878,0.0908198276155503
"ADGRG1 (adhesion G protein-coupled receptor G1)",0.3589757493263013,0.9141178024541308,-0.04173716574108077,-0.00406812281580976,0.2098647413216513,0.11787945901138515
"ADGRG2 (adhesion G protein-coupled receptor G2)",0.4239470339622926,0.3558741369621674,-0.023455142240180638,0.034740883309241355,0.1984709669990486,0.11476358285917883
"ADGRG3 (adhesion G protein-coupled receptor G3)",0.1504824278954202,0.5066415475645138,-0.0809902861675782,-0.022107477616136406,0.21527791553854878,0.11056615144337559
"ADGRG5 (adhesion G protein-coupled receptor G5)",0.0007293698764272438,0.1271500077768455,-0.15053159878908806,-0.04854587038862712,0.19344503701073448,0.10402691441007268
"ADGRG6 (adhesion G protein-coupled receptor G6)",0.9037191108297291,0.06216723639762489,0.004495569033097446,-0.09740882793801736,0.20492569229908425,0.12178504501676227
"ADGRG7 (adhesion G protein-coupled receptor G7)",0.6900926475730031,0.40146356011270123,0.009535137611719646,-0.014669560192545006,0.20301131372870312,0.10190846857327897
"ADGRL4 (adhesion G protein-coupled receptor L4)",0.5613055057721272,0.26245200864150675,0.03129716880342026,-0.036903898977129646,0.21942060754119858,0.10785722050915268
"ADH1A (alcohol dehydrogenase 1A (class I), alpha polypeptide)",0.0000370224310710654,0.15460028534084524,0.1979160622283579,-0.038821291754741805,0.19154139743779,0.10040316393001669
"ADH1B (alcohol dehydrogenase 1B (class I), beta polypeptide)",0.0003832364860079096,0.390368426514317,0.23055664419467914,0.022274223440014118,0.19581372674120723,0.10149135640419013
"ADH1C (alcohol dehydrogenase 1C (class I), gamma polypeptide)",0.00921330458113001,0.40020448881658255,0.1389037736828247,-0.01708999691487667,0.20093845562280072,0.0962948947171806
"ADH4 (alcohol dehydrogenase 4 (class II), pi polypeptide)",0.0024716602539684995,0.033321335695898124,0.06964795740072338,0.06573818026369355,0.19127646118035807,0.09881705885204849
"ADH5 (alcohol dehydrogenase 5 (class III), chi polypeptide)",0.00020204403879442445,0.026704398130880325,-0.20400640448000562,-0.06734069501574025,0.19340480460861856,0.09784550478658009
"ADH6 (alcohol dehydrogenase 6 (class V))",0.00002773952559453896,0.6972675106975745,0.23241556079387204,-0.015212878308903999,0.19183819545173178,0.1193142601007446
"ADH7 (alcohol dehydrogenase 7 (class IV), mu or sigma polypeptide)",0.00010252050683345892,0.11131915705553652,0.09178464639439587,0.0551730327162675,0.19049255841997162,0.10628600952513527
"ADI1 (acireductone dioxygenase 1)",0.0020309896355272805,0.05913586524111869,-0.16330849571063355,-0.06446411457684265,0.19673791967826984,0.10330756869494116
"ADIG (adipogenin)",0.0006855406443111445,0.0030725512273455102,0.15277169437005944,0.1052126109630836,0.193442540018489,0.09492544765329898
"ADIPOQ (adiponectin, C1Q and collagen domain containing)",0.08230977572638754,0.0429719702249749,0.10563387829342841,0.09186759691108776,0.2155026634366749,0.11208509005939131
"ADIPOR1 (adiponectin receptor 1)",2.798539178172632e-11,0.021282849270006565,0.21470330010445238,-0.07235641618997335,0.19149301784984243,0.11992290331830731
"ADIPOR2 (adiponectin receptor 2)",0.0009828599727428333,0.21217440460942272,0.2079357878147191,-0.04084545403005352,0.19752056210569127,0.10684991353960659
"ADIRF (adipogenesis regulatory factor)",0.02076189228586145,0.06393095846707308,-0.08696083079082828,-0.05484035060388054,0.19687171579791438,0.09980875438765192
"ADK (adenosine kinase)",0.0000025754953252299373,0.20866626399671162,0.16137219914621748,0.03729587353403202,0.19647368941810153,0.12327376380450424
"ADM (adrenomedullin)",0.0001848974764337985,0.8795837191061708,0.24974261924008812,-0.0033953890536858045,0.19481033121031593,0.09915416940850673
"ADORA1 (adenosine A1 receptor)",0.6239749804063857,0.06261456991794767,-0.01633003068088479,0.05601847209946503,0.20161797982566176,0.10012985388345187
"ADORA2A (adenosine A2a receptor)",0.000002949073200309016,0.2408518583319783,-0.5255046650135349,-0.02756132375596454,0.19312563431375984,0.09813452120767212
"ADORA2B (adenosine A2b receptor)",0.00032061949047923477,1.122625814531375e-8,0.16888688526096485,0.06969976522578963,0.1929256361742081,0.08749883702930505
"ADORA3 (adenosine A3 receptor)",0.91062632532637,0.473217896969939,-0.006216818423725234,0.01017673891205323,0.2223350538512991,0.09191729231702916
"ADPGK (ADP dependent glucokinase)",0.00000824403995647316,0.16244135939182325,0.18159134695921586,0.02735081232509673,0.2160927604536037,0.11296900843648093
"ADPRH (ADP-ribosylarginine hydrolase)",0.011222820660894417,0.07413538608942205,0.10922028062847133,0.08331688796956188,0.19757010033356637,0.1168050633695857
"ADPRHL1 (ADP-ribosylhydrolase like 1)",0.010831212925510592,0.3599924737984712,0.07733801512319449,0.03755210354802402,0.1936496685138624,0.1192921384538007
"ADPRHL2 (ADP-ribosylhydrolase like 2)",0.0007890702898485369,0.31564031193337105,0.19106909158115948,0.031859241416146766,0.19572048452152951,0.10717377556415714
"ADRA2B (adrenoceptor alpha 2B)",0.26332034782501745,0.22154891597312254,-0.042629570083673074,-0.03385346727903221,0.20322010529479032,0.10179844976713211
"ADRB2 (adrenoceptor beta 2)",0.0000015680016685060139,0.07292635625508215,0.25427932388057894,-0.03914523714840701,0.19073178520620504,0.09456155011422811
"ADRM1 (adhesion regulating molecule 1)",0.0013947458156089443,0.06355408388572004,-0.0668174616873145,-0.031004043020332717,0.1908531199710088,0.09150657724806686
"ADSL (adenylosuccinate lyase)",0.015982531124246524,0.4004453654514939,-0.11561215781384437,-0.028096911731841145,0.20041801960380312,0.1099504769093778
"ADSS1 (adenylosuccinate synthase 1)",0.9757090418862742,0.0670199726200289,-0.0011896987774685508,-0.04890440925662087,0.20651462247860788,0.09772793992396564
"ADSS2 (adenylosuccinate synthase 2)",0.000004389370483970367,0.31135802328460094,-0.511433762641835,-0.02747133685228237,0.19350101596486663,0.10216502180956169
"ADTRP (androgen dependent TFPI regulating protein)",0.002459007512204181,0.14454309370945584,0.14992775350182475,-0.040488185989710435,0.19627389561775382,0.1006425333779904
"AEBP2 (AE binding protein 2)",0.050538901410119186,0.007889874850444789,0.09998245661771832,0.07977421854630312,0.20617084807174793,0.09465344912211483
"AEN (apoptosis enhancing nuclease)",0.0014658688123623254,0.018471454171707702,-0.09304198243446049,-0.051924864570862594,0.20062821456285537,0.10439003689499239
"AFAP1 (actin filament associated protein 1)",0.31176367257869075,0.050777095892128976,-0.05476730769623406,-0.06721043911855212,0.21709522766792688,0.10293691015601183
"AFAP1-AS1 (AFAP1 antisense RNA 1)",0.04219131289935141,0.031259658841159554,0.07118414388846861,0.04416210185483466,0.19723068355207968,0.09251097334573555
"AFAP1L1 (actin filament associated protein 1 like 1)",0.016824853941741713,0.0033415035215493827,-0.1549871634788481,-0.11829850614288068,0.20907539355669147,0.0971986480063917
"AFF2 (AF4/FMR2 family member 2)",0.016729256748548194,0.19543986301493832,0.08060293347039249,-0.06477759322778143,0.19515244508773155,0.12777857954019453
"AFF4 (AF4/FMR2 family member 4)",0.028564113046818163,0.051035047178105364,0.05108302630816541,0.0726346216367661,0.1994108590223193,0.13432731912931445
"AFG1L (AFG1 like ATPase)",0.006540556994284463,0.03194913690820944,-0.254863620875964,-0.07344738320736399,0.23553198679878531,0.10656930279507364
"AFG3L1P (AFG3 like matrix AAA peptidase subunit 1, pseudogene)",0.004681189151493292,0.06046580215404429,-0.06190851035669953,-0.08376938243456356,0.19138903392102613,0.11335561253143857
"AFM (afamin)",0.00013673219750032217,0.21710040110477813,0.22252443156770074,0.03110081982878743,0.19336460891310428,0.09940811311616025
"AFMID (arylformamidase)",0.4278765771516644,0.313501393871086,-0.025111980761389874,-0.030755191874752896,0.19993355378657063,0.10576790983833087
"AFP (alpha fetoprotein)",0.010272335781771336,0.19630996756942132,0.09628355140743716,0.04140939906912461,0.19557179325619686,0.10582383995811682
"AGA (aspartylglucosaminidase)",0.00012442092387976444,0.0020515772443361335,0.1893903854535608,0.14007444281197007,0.19237637874964433,0.09794592217519031
"AGBL2 (ATP/GTP binding protein like 2)",4.382194251917326e-8,0.004464261750138698,0.1866535370168585,-0.10031951979923415,0.19376484463221602,0.12140881022723451
"AGBL3 (ATP/GTP binding protein like 3)",0.24682537596842713,0.42736921417867846,-0.04446975202684389,-0.02154239535886099,0.20325011201129783,0.10296211942881604
"AGBL4 (ATP/GTP binding protein like 4)",0.21801258903323162,0.9624869146302253,0.042349928334991405,-0.0018718689542661648,0.20033859164290968,0.12089243509895316
"AGBL5 (ATP/GTP binding protein like 5)",0.00004423817840515376,0.5734901061100024,-0.5109320641814769,-0.029745323874052598,0.1996050194933984,0.13936954947526986
"AGER (advanced glycosylation end-product specific receptor)",0.02860443459592732,0.4681771487756603,0.03706797754433133,0.02319233500712914,0.19129842064945773,0.10870281702878325
"AGFG1 (ArfGAP with FG repeats 1)",0.20870296163598256,0.4160103181644135,0.06333392124858617,0.02624740452696178,0.24030362347236883,0.13072031841004703
"AGFG2 (ArfGAP with FG repeats 2)",0.1350145076472351,0.8503606246236404,-0.18885472209637816,0.005234103306250959,0.4100873806795278,0.12196358050648434
"AGGF1",0.032615249178430394,0.8008038924729206,0.07532913173337508,-0.005468729383058757,0.19682897505534303,0.09837121545696456
"AGGF1 (angiogenic factor with G-patch and FHA domains 1)",0.004870604956161095,0.28267359392652924,0.08531341086087385,0.02329891495839792,0.1928576335355711,0.09689165387805353
"AGK",0.3244126861906973,0.021597200013683926,-0.1284417457525986,0.04866805309409533,0.4332277417343663,0.10344382599135242
"AGK (acylglycerol kinase)",0.21555699940460737,0.06080327992441914,-0.1620747544545974,0.054344992201570186,0.4288268237117168,0.11854884282947571
"AGL (amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase)",0.04776935487901324,0.6712035268594831,0.026258075930148395,-0.013855661974103761,0.190781101837151,0.11050100587158225
"AGMAT (agmatinase)",0.03739337930148312,0.18218341460115206,0.18593573313464618,0.03503394382980185,0.23314833953171415,0.09993211731488268
"AGMO (alkylglycerol monooxygenase)",0.696615319022605,0.04694584565694648,-0.023055096269743447,0.07647804460263946,0.2259033240836305,0.10613484775422723
"AGO1 (argonaute RISC component 1)",0.0060909613738409085,0.9073428348095218,0.10971767045330971,-0.003282898579988036,0.19542430023697732,0.10548723096496028
"AGO2 (argonaute RISC catalytic component 2)",0.00013026468842958216,0.03770510665430704,0.17091741796894333,0.04748776330966553,0.20804797151256949,0.10689016720866824
"AGO3 (argonaute RISC catalytic component 3)",0.007524439760617785,0.5893748001366648,-0.0977559553376518,0.020867793338670226,0.19481878820106968,0.11816058864135488
"AGPAT1 (1-acylglycerol-3-phosphate O-acyltransferase 1)",0.0000024155680806714486,0.0005710479952449887,0.2302617070768741,0.1453346140876704,0.19071548647350076,0.09347218719982671
"AGPAT2 (1-acylglycerol-3-phosphate O-acyltransferase 2)",0.019238236403995357,0.5431940137364188,0.11239892052896072,0.02006931778673643,0.25093225610070785,0.15216950066839813
"AGPAT3 (1-acylglycerol-3-phosphate O-acyltransferase 3)",0.8076145715205629,0.0031849913409929265,0.012493383448373807,-0.08084395235571246,0.24631315611924956,0.10840655946975027
"AGT (angiotensinogen)",0.00006553744748272194,0.0007290437196507682,0.1632046517430309,0.13877742203535653,0.19135979777628076,0.0936577293879285
"AGTPBP1 (ATP/GTP binding protein 1)",0.44259267351671006,0.0828424554331868,-0.04534454290033618,0.04038706477679943,0.22383460447927658,0.09576443514900948
"AGTR1 (angiotensin II receptor type 1)",0.5711160633970864,0.0020194048266466424,0.027767900518860245,-0.08335858610731184,0.2411879581493284,0.10683167807780118
"AGTRAP (angiotensin II receptor associated protein)",0.00000867978975982453,0.19257256658967914,-0.5267278867058176,-0.04303103284319143,0.1949071220431466,0.10679062273057482
"AGXT (alanine--glyoxylate and serine--pyruvate aminotransferase)",0.2447750679426437,0.03798202787488125,-0.03655640721310838,-0.06008667630303016,0.1988151568759883,0.0978520492805459
"AHCY (adenosylhomocysteinase)",0.28675518140977685,0.21748007221186594,0.028443812817648295,0.034684028862671246,0.19648282431203942,0.10216519313395125
"AHCYL1 (adenosylhomocysteinase like 1)",0.4886067262248901,0.7436583160155581,-0.023770814677394836,-0.014424116314259383,0.2160923233826746,0.1609365574958947
"AHCYL2 (adenosylhomocysteinase like 2)",0.6596741402324349,0.19452932417724056,-0.022604648670695893,-0.027672760493079818,0.21734671111075746,0.09594465616402642
"AHDC1 (AT-hook DNA binding motif containing 1)",0.000018156287597159704,0.260076955882101,0.20873118164280402,-0.03308994705127127,0.19127656332793003,0.10396894274730226
