"treatment_name","Yes (p-value)","Filopodia (p-value)","Count_Nuclei (p-value)","Yes (mean diff)","Filopodia (mean diff)","Count_Nuclei (mean diff)","Yes (combined error)","Filopodia (combined error)","Count_Nuclei (combined error)"
"ACTL8 (actin like 8)",0.0003856734486196167,0.0003570912478223498,0.05260521261978246,0.19856714794283006,-0.18636144301192803,-31.249912638322655,0.0654256212440054,0.09514258058979747,109.70284915896956
"ACTN2 (actinin alpha 2)",0.33491299916787876,0.4814262131945284,0.37070898633035965,-0.008908696278335682,-0.01966911190163928,172.95008736167733,0.05448272408408106,0.10410988193018521,398.38776978415837
"ACTN4 (actinin alpha 4)",0.0017372499225982718,0.2982469106264689,0.9361597430267539,-0.040370202026550284,0.031440388370418126,-0.44991263832265815,0.052891533843941844,0.1052936295364312,107.22180334985802
"ACTR10 (actin related protein 10)",0.2272435462032778,0.08200730766421249,0.03709910552143647,-0.016153394074135324,-0.06273853545063501,10.950087361677348,0.05727674025869357,0.10638614294031265,106.95239648364885
"ACTR1A (actin related protein 1A)",0.052625391582791003,0.045313129051262946,0.6620624055173527,-0.017460901963885306,-0.06549389079069379,2.350087361677339,0.05699896692821266,0.12479203667795884,107.7567920119504
"ACTR1B (actin related protein 1B)",0.49992794482176417,0.00032816137661462186,0.11915392243783929,-0.0060034134945698425,-0.07670932029814753,5.083420695010673,0.06128853112899319,0.10767873002060838,107.10406985853662
"ACTR3 (actin related protein 3)",0.1939129096935488,0.16978881577749405,0.12188662434653486,0.013431219768347602,0.046352362500316324,-21.249912638322655,0.054858682211099886,0.10708725972185698,109.35819637135401
"ACTR3B (actin related protein 3B)",0.3131877204428406,0.523892952886134,0.3244467714104602,0.029956748987675946,-0.011855900357898852,4.650087361677336,0.10245169935676286,0.10395196690820124,107.4373388550847
"ACTR6 (actin related protein 6)",0.6302031064292064,0.29168397301285776,0.3803392241509358,0.004304991950050158,-0.040817047939590345,-10.849912638322664,0.05457834021166054,0.11523839910569585,109.39750963159823
"ACTR8 (actin related protein 8)",0.06830802365140354,0.39084514348909005,0.6235475522303275,-0.02598858871412521,0.021815359505534704,-3.449912638322658,0.056484151120571424,0.10098011861245158,107.56168050749126
"ACTRT1 (actin related protein T1)",0.008962322359315378,0.8114389886001909,0.09018922169950327,0.0491062516915233,0.008499596719173275,-8.449912638322658,0.05639418065661561,0.11481798505913324,106.96501817695179
"ACTRT2 (actin related protein T2)",0.002616112120773062,0.21754107158829505,0.5717947735458804,0.06105397653527772,-0.054483282547991174,-4.849912638322664,0.055389762754868475,0.1206986663187372,108.02691846755431
"ACTRT3 (actin related protein T3)",0.011138554124309197,0.02984956547622364,0.4916054800042926,-0.01985977964554994,0.09432220338949487,-2.649912638322661,0.05238355667239775,0.10823747680321757,106.86540653361885
"ACVR1 (activin A receptor type 1)",0.0019870534187318434,0.2368189446059088,0.046626096444597254,-0.030420631029454498,0.02954661259634178,-17.0862762746863,0.056862794295469345,0.11693293711575405,109.43705797877688
"ACVR1B (activin A receptor type 1B)",0.3246036205732574,0.2625086327870618,0.22667601056406417,0.012721134549218499,-0.02558191242289587,4.9500873616773475,0.0642183049682961,0.1104166837859507,107.19480502667439
"ACVR1C (activin A receptor type 1C)",0.0006879258391128129,0.5638692166818293,0.0003431454922808719,-0.03520979563513671,0.014200136054289936,-17.722639911049924,0.05681233862388155,0.11761383364627763,107.25312720575474
"ACVR2A (activin A receptor type 2A)",0.06207227992151543,0.001105227503951589,0.049106307875795174,0.040707737009570505,-0.09902882719019507,11.283420695010662,0.09315434624987554,0.12815606464159743,108.39252245021072
"ACVR2B (activin A receptor type 2B)",0.19767992388266098,0.011228270955095265,0.0004180678420362405,-0.011979545754405269,0.05150459117563533,-43.44991263832266,0.058102782619662584,0.10126398614174817,109.71586334323392
"ACVRL1 (activin A receptor like type 1)",0.02396074657396463,0.00048343204775314064,0.9742604387447313,-0.019987719585598557,0.09478064457153951,0.15008736167733616,0.056402812160920975,0.10404808448912976,107.44742177888196
"ACY1 (aminoacylase 1)",0.004278959480850109,0.8095931642268159,0.834003731409592,0.1366891763299564,-0.009951455870776504,-2.649912638322661,0.0733846974729476,0.1228618965869601,109.81673421476177
"ACY3 (aminoacylase 3)",0.3690859678792122,0.9444086690997799,0.1839004910566795,0.007523772940803725,-0.0021926331066540183,-9.849912638322664,0.05398323007466199,0.10947463942365358,107.49100015162026
"ACYP1 (acylphosphatase 1)",0.03628494068472987,0.47617976079979685,0.34812581055323966,-0.027946929971801482,-0.02259300171597467,188.75008736167734,0.0552192700205684,0.10844164237020638,411.48719920988503
"ACYP2 (acylphosphatase 2)",0.00007734325442476653,0.44601724964326994,0.01994242840124305,0.1296670115154099,-0.01994515753456555,-29.849912638322664,0.05446815774814287,0.10203613674036519,108.18417219536148
"ADA (adenosine deaminase)",0.002279930943424935,0.02572471428158396,0.3570429642147428,0.038738883666964596,-0.06946074205207287,4.350087361677353,0.052973348445228836,0.09823185256671632,106.99633224365977
"ADA2 (adenosine deaminase 2)",0.013457998113914238,0.13514091280805918,0.8892525410800627,0.041734430767084246,-0.05176940106474143,0.350087361677339,0.055978845371104285,0.10708746608828117,106.69683741140422
"ADAD1 (adenosine deaminase domain containing 1)",0.6025739684712992,0.652967424248267,0.6869658293844918,-0.007721756465836643,-0.007057322331777138,-1.8499126383226638,0.059769632856848026,0.09315705494090239,106.9991360413514
"ADAD2 (adenosine deaminase domain containing 2)",0.002786811641398268,0.009377922913174075,0.3368193507195314,0.12843408661777547,-0.09649048584461767,286.75008736167734,0.0675589529992873,0.09881106613020747,597.6150224965864
"ADAL (adenosine deaminase like)",0.14813322839638654,0.4588559101237957,0.18477150188353297,-0.016942682307391516,0.0264963809921534,-17.64991263832266,0.055565855596720976,0.11338688500156428,109.42904145424845
"ADAM17 (ADAM metallopeptidase domain 17)",0.7574055026078756,0.017155440325469673,0.9940137622923091,-0.00643691149459602,-0.06529340246744603,-0.04991263832265247,0.06730453983637297,0.09499886318027449,107.4840225968289
"ADAM18 (ADAM metallopeptidase domain 18)",0.9186944530756185,0.2506520598691271,0.0021511614191909167,-0.0009274128378177204,0.02732294197440782,-30.549912638322652,0.058420846138570307,0.11208743369952687,109.0795000713601
"ADAM2 (ADAM metallopeptidase domain 2)",0.20277818779578194,0.6732571779397722,0.5866483026674705,-0.013197314350839706,-0.010039850813018836,-1.995367183777205,0.06053540658848878,0.11611815357962443,107.12837084950164
"ADAM20 (ADAM metallopeptidase domain 20)",0.26367277372331355,0.012187573570805021,0.029538749896718564,0.020356215404410766,0.1129993272385042,-34.849912638322664,0.06217161302532692,0.1049955893309,109.25573263493145
"ADAM21 (ADAM metallopeptidase domain 21)",0.00004053634176770515,0.46325638964461713,0.11970583412704605,-0.05267111217415177,-0.018134962801904575,6.350087361677353,0.0519053507053193,0.10062848605209171,106.85604855877662
"ADAM22 (ADAM metallopeptidase domain 22)",0.00046214142225320387,0.019200688700283353,0.9047871541229113,-0.06095109033306845,-0.0834405514652054,0.7500873616773447,0.05312890366698199,0.1002975859849317,107.38116740655983
"ADAM30 (ADAM metallopeptidase domain 30)",0.960090545860611,0.013523274110351702,0.008554784727352605,0.00047178455827318055,0.08062663444184365,-36.849912638322664,0.05503679888027274,0.09732900308669726,108.11482374584729
"ADAM32 (ADAM metallopeptidase domain 32)",0.9106923739954675,0.02143715451034134,0.0006031404698074727,0.0007954054166097457,0.0633064633083798,-39.349912638322664,0.0557491203846828,0.11319521179415303,109.43746871177197
"ADAM33 (ADAM metallopeptidase domain 33)",0.0010502965793461883,0.017516758175299962,0.00941643837674433,-0.031502960674506864,0.05712851555246662,-18.049912638322652,0.05554070152695329,0.10722889278221931,108.02187845388886
"ADAM7 (ADAM metallopeptidase domain 7)",0.8584044390663901,0.13039461618336734,0.000743264663251697,0.002863355360888359,0.05012541087424388,-53.249912638322655,0.06139648262956477,0.10541120644703407,107.62302315766654
"ADAMTS1 (ADAM metallopeptidase with thrombospondin type 1 motif 1)",0.020030417645648724,0.061146795194100045,0.0015274679982457684,-0.03576121300797619,0.0932364122227563,-14.049912638322652,0.055675692823063,0.11894716865134929,106.78396468382144
"ADAMTS12 (ADAM metallopeptidase with thrombospondin type 1 motif 12)",0.22392863574117472,0.05035114836056831,0.016880852402548774,0.01981174655960788,-0.0408131257190637,-30.54082172923175,0.07212364031951396,0.1063996986464638,112.30808529525618
"ADAMTS15 (ADAM metallopeptidase with thrombospondin type 1 motif 15)",0.2977452928649744,0.06816071878544361,0.395850833446014,0.03335027059940207,-0.0780325437959482,9.350087361677353,0.08078131346369756,0.11215772898998073,108.83572535521425
"ADAMTS18 (ADAM metallopeptidase with thrombospondin type 1 motif 18)",0.9143440043966065,0.3350907701673882,0.16815938672218644,0.0008579816337165869,-0.027097902309354105,9.75008736167733,0.05401054251428683,0.1033711575656835,107.3997910314337
"ADAMTS4 (ADAM metallopeptidase with thrombospondin type 1 motif 4)",0.45253870611501723,0.11660436811562835,0.8171821351410575,-0.007737068639789291,-0.04732111783466586,1.8834206950106704,0.056374430541890945,0.10661453710365756,108.22514393736
"ADAMTS5 (ADAM metallopeptidase with thrombospondin type 1 motif 5)",0.9983012217255371,0.608800461908857,0.002574429635855413,-0.00003624136980576176,0.02378010225442828,-23.849912638322664,0.06258220746110285,0.12968179079546976,107.05286130503764
"ADAMTSL1 (ADAMTS like 1)",0.00016329600478348638,0.06399297333428633,0.144045252416662,-0.030853655405147007,-0.04347711866459386,6.550087361677342,0.05434838406641819,0.11141178153454041,107.3881516443766
"ADAMTSL4-AS1",0.005373000811792039,0.4828058190331612,0.0015378689803036139,-0.06318179837350661,0.020481250573980148,-20.049912638322652,0.05753846950753074,0.1055161433788031,106.90329795471992
"ADAP1 (ArfGAP with dual PH domains 1)",0.02439098807555684,0.004280260336893882,0.0406486736925491,0.08653413647717814,-0.144980350894653,19.950087361677348,0.07523720019438919,0.10360268286774353,107.7163641866714
"ADAP2 (ArfGAP with dual PH domains 2)",0.001204175208049163,0.013613466963579457,0.0007660784203411541,-0.03561061230217816,0.14421349157437585,-29.849912638322664,0.05239651043698027,0.1162681295054308,107.03884861860027
"ADAT1 (adenosine deaminase tRNA specific 1)",0.07868675064514741,0.15615736588846518,0.3569657934496484,-0.0224016916277249,-0.045880302648355964,220.55008736167736,0.05563799798567332,0.10530042100134294,485.9177040544989
"ADAT2 (adenosine deaminase tRNA specific 2)",0.009117915565105106,0.43532699986241186,0.5066424836883656,0.1386931426461924,-0.02935994081595139,-6.0499126383226525,0.08336032774361504,0.11562037084034935,108.18648304476685
"ADAT3 (adenosine deaminase tRNA specific 3)",1.3345335814207715e-7,0.08156245155781328,0.002196666800955649,-0.05862801155976932,0.04506020085002377,-11.249912638322655,0.05313909691784999,0.11357205725899479,106.95364313693243
"ADCK1 (aarF domain containing kinase 1)",0.12552124963121525,0.01270494922843679,0.08491777856134775,0.015243678607816086,-0.0546596405680172,-12.324912638322658,0.0635790083139748,0.11655817592802334,109.75183421517669
"ADCK2 (aarF domain containing kinase 2)",0.29902872154642113,0.002010352547472838,0.4725232423796124,0.009409682858899926,-0.07554648000435782,3.350087361677353,0.061411618794502264,0.11661818226465089,107.861886420399
"ADCK5 (aarF domain containing kinase 5)",0.008272529792211047,0.6591172661160192,0.8735529382910674,-0.031617977419988175,0.015372649735804045,-0.8499126383226638,0.05933522674096773,0.13772441855141263,107.74895514954123
"ADCY2 (adenylate cyclase 2)",0.8368551025272728,0.22549197383474606,0.060709078057426646,-0.004219142145877819,0.07009267065263086,-34.04991263832265,0.06693562879624587,0.1400322715238252,110.64047683192452
"ADCY3 (adenylate cyclase 3)",0.00013812381679567665,0.0001767012395132994,0.2948003924584306,0.08173183643982959,-0.1944718185694172,8.950087361677348,0.0531166780230963,0.09342679727673865,107.8833402968022
"ADCY9 (adenylate cyclase 9)",0.39078655283634833,0.5252631683332178,0.021828917463135866,0.0090348724070424,-0.02430165711870963,-39.849912638322664,0.05548796173620837,0.11718530559960594,109.47289670779533
"ADCYAP1 (adenylate cyclase activating polypeptide 1)",0.002161311441712499,0.29114530860201326,0.8917693564650262,-0.057594287883246664,-0.0271441955037402,-0.44991263832265815,0.0546474978721135,0.10059049262955679,106.79426535912697
"ADD1 (adducin 1)",0.25393192461093683,0.6448665923425818,0.35847452501321064,-0.010307793060683329,-0.009950407118813176,218.15008736167738,0.05420187219359594,0.09807806020863674,482.497476795056
"ADGRA3 (adhesion G protein-coupled receptor A3)",0.14916006151000571,0.0005990055193467736,0.005612915529226381,-0.020025527918877295,0.13416596265063735,-46.04991263832265,0.05718208778704391,0.09274521225083239,108.45420744994463
"ADGRD1 (adhesion G protein-coupled receptor D1)",0.329314303497219,0.2843502011361072,0.00032938433597173855,0.017389687130687004,0.04665466993026379,-32.64991263832266,0.06217145634138669,0.1214772065643241,106.99866874683828
"ADGRE1 (adhesion G protein-coupled receptor E1)",0.3325966038751549,0.007059205735806318,0.008463317105635193,0.011084182269698595,-0.0556725091000701,-9.249912638322655,0.05607251552090463,0.09081982761555032,106.74837288500292
"ADGRG1 (adhesion G protein-coupled receptor G1)",0.586063343730642,0.9141178024541337,0.7673737139126455,-0.008926068364036949,-0.004068122815809538,-2.0499126383226525,0.06144822392222794,0.11787945901138515,107.5514533309319
"ADGRG2 (adhesion G protein-coupled receptor G2)",0.059854099116535275,0.3558741369621661,0.08427487758246399,-0.025327252150144947,0.034740883309241466,-21.049912638322652,0.055807179609960574,0.11476358285917884,108.61544601756982
"ADGRG3 (adhesion G protein-coupled receptor G3)",0.09681674631797188,0.5066415475645181,0.5150400787212968,-0.02925781212857978,-0.022107477616136184,-3.449912638322658,0.05963909851853291,0.11056615144337562,107.12616446786296
"ADGRG5 (adhesion G protein-coupled receptor G5)",0.002131835267989546,0.12715000777684704,0.1934796739084097,0.046082865003601786,-0.048545870388626955,10.75008736167733,0.05351371907834303,0.1040269144100727,107.71590000364675
"ADGRG6 (adhesion G protein-coupled receptor G6)",0.03562404837999544,0.062167236397625336,0.009964751193042964,0.10415767358427044,-0.09740882793801714,-51.44991263832266,0.09069189412735428,0.12178504501676228,109.63354921553724
"ADGRG7 (adhesion G protein-coupled receptor G7)",0.002741255831240963,0.4014635601127061,0.03606435602485614,-0.02243602615132273,-0.014669560192544784,-18.349912638322664,0.05425590608144776,0.10190846857327898,109.15179848997279
"ADGRL4 (adhesion G protein-coupled receptor L4)",0.23332028343034517,0.26245200864150786,0.9946683863539891,-0.020123902389265924,-0.036903898977129534,-0.04991263832265247,0.0605570475498143,0.1078572205091527,107.72100590690576
"ADH1A (alcohol dehydrogenase 1A (class I), alpha polypeptide)",0.0011992020204756315,0.15460028534084702,0.7748200031843795,-0.05575094975749614,-0.03882129175474158,-1.8499126383226638,0.05368975308877202,0.1004031639300167,107.42585868214238
